85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 14:44:31"

frequency,e',e'',u',u''
8746000000.0000,  19.8949,   1.5494,   0.9838,  -0.0020
8748625000.0000,  19.9210,   1.5386,   0.9860,  -0.0030
8751250000.0000,  19.9241,   1.5538,   0.9830,  -0.0011
8753875000.0000,  19.9566,   1.5376,   0.9827,  -0.0061
8756500000.0000,  19.9177,   1.5803,   0.9841,   0.0015
8759125000.0000,  19.9422,   1.5677,   0.9852,  -0.0029
8761750000.0000,  19.9401,   1.5759,   0.9846,  -0.0021
8764375000.0000,  19.9332,   1.5686,   0.9853,   0.0009
8767000000.0000,  19.9540,   1.5858,   0.9829,   0.0006
8769625000.0000,  19.9679,   1.5561,   0.9840,  -0.0071
8772250000.0000,  19.9425,   1.5758,   0.9805,  -0.0028
8774875000.0000,  19.9381,   1.5824,   0.9826,  -0.0008
8777500000.0000,  19.9356,   1.5788,   0.9839,  -0.0051
8780125000.0000,  19.9518,   1.5802,   0.9844,  -0.0044
8782750000.0000,  19.9415,   1.5859,   0.9838,  -0.0045
8785375000.0000,  19.9694,   1.5846,   0.9825,  -0.0071
8788000000.0000,  19.9506,   1.6151,   0.9801,  -0.0001
8790625000.0000,  19.9328,   1.6013,   0.9796,  -0.0047
8793250000.0000,  19.9483,   1.6118,   0.9818,  -0.0025
8795875000.0000,  19.9457,   1.6067,   0.9800,  -0.0032
8798500000.0000,  19.9542,   1.6202,   0.9800,  -0.0040
8801125000.0000,  19.9682,   1.6075,   0.9819,  -0.0040
8803750000.0000,  19.9437,   1.6673,   0.9817,   0.0020
8806375000.0000,  19.9731,   1.5914,   0.9818,  -0.0098
8809000000.0000,  19.9453,   1.6452,   0.9801,  -0.0023
8811625000.0000,  19.9557,   1.6425,   0.9824,  -0.0049
8814250000.0000,  19.9584,   1.6452,   0.9825,  -0.0095
8816875000.0000,  19.9582,   1.6645,   0.9806,  -0.0016
8819500000.0000,  19.9790,   1.6328,   0.9806,  -0.0061
8822125000.0000,  19.9478,   1.6364,   0.9821,  -0.0058
8824750000.0000,  19.9474,   1.6711,   0.9808,  -0.0042
8827375000.0000,  19.9753,   1.6713,   0.9820,  -0.0045
8830000000.0000,  19.9794,   1.6520,   0.9838,  -0.0056
8832625000.0000,  19.9557,   1.6833,   0.9828,  -0.0049
8835250000.0000,  19.9647,   1.6364,   0.9824,  -0.0081
8837875000.0000,  19.9524,   1.6969,   0.9818,  -0.0037
8840500000.0000,  19.9329,   1.7073,   0.9837,  -0.0024
8843125000.0000,  19.9557,   1.7074,   0.9855,  -0.0018
8845750000.0000,  19.9794,   1.6849,   0.9838,  -0.0069
8848375000.0000,  19.9388,   1.7121,   0.9857,  -0.0026
8851000000.0000,  19.9684,   1.6959,   0.9850,  -0.0073
8853625000.0000,  19.9440,   1.7114,   0.9858,  -0.0056
8856250000.0000,  19.9586,   1.7114,   0.9869,  -0.0053
8858875000.0000,  19.9368,   1.7202,   0.9835,  -0.0039
8861500000.0000,  19.9359,   1.7149,   0.9862,  -0.0044
8864125000.0000,  19.9326,   1.7271,   0.9859,  -0.0045
8866750000.0000,  19.9255,   1.7352,   0.9872,  -0.0040
8869375000.0000,  19.9531,   1.7372,   0.9848,  -0.0031
8872000000.0000,  19.9428,   1.7754,   0.9879,  -0.0003
8874625000.0000,  19.9690,   1.7355,   0.9887,  -0.0073
8877250000.0000,  19.9606,   1.7905,   0.9879,  -0.0004
8879875000.0000,  19.9507,   1.7729,   0.9862,  -0.0016
8882500000.0000,  19.9418,   1.7474,   0.9901,  -0.0032
8885125000.0000,  19.9535,   1.7509,   0.9900,  -0.0043
8887750000.0000,  19.9365,   1.7870,   0.9868,   0.0014
8890375000.0000,  19.9561,   1.7637,   0.9887,  -0.0055
8893000000.0000,  19.9633,   1.7834,   0.9886,  -0.0029
8895625000.0000,  19.9549,   1.7843,   0.9896,  -0.0026
8898250000.0000,  19.9873,   1.8082,   0.9888,  -0.0044
8900875000.0000,  19.9416,   1.8081,   0.9915,  -0.0010
8903500000.0000,  19.9576,   1.8442,   0.9877,   0.0023
8906125000.0000,  19.9746,   1.8221,   0.9863,  -0.0043
8908750000.0000,  19.9653,   1.8349,   0.9879,  -0.0032
8911375000.0000,  19.9238,   1.8166,   0.9877,  -0.0044
8914000000.0000,  19.9474,   1.8864,   0.9904,   0.0008
8916625000.0000,  19.9624,   1.8633,   0.9862,  -0.0033
8919250000.0000,  19.9340,   1.8825,   0.9895,  -0.0016
8921875000.0000,  19.9745,   1.8646,   0.9860,  -0.0055
8924500000.0000,  19.9339,   1.8910,   0.9873,  -0.0032
8927125000.0000,  19.9176,   1.9031,   0.9868,  -0.0007
8929750000.0000,  19.9438,   1.8769,   0.9898,  -0.0083
8932375000.0000,  19.9413,   1.8813,   0.9877,  -0.0062
8935000000.0000,  19.9271,   1.9063,   0.9878,  -0.0076
8937625000.0000,  19.9234,   1.9066,   0.9856,  -0.0058
8940250000.0000,  19.9220,   1.9357,   0.9862,  -0.0035
8942875000.0000,  19.9250,   1.9304,   0.9878,  -0.0038
8945500000.0000,  19.8928,   1.9156,   0.9858,  -0.0065
8948125000.0000,  19.9050,   1.9247,   0.9869,  -0.0044
8950750000.0000,  19.9022,   1.9432,   0.9855,  -0.0043
8953375000.0000,  19.9202,   1.9228,   0.9871,  -0.0089
8956000000.0000,  19.8863,   1.9227,   0.9863,  -0.0069
8958625000.0000,  19.9006,   1.9837,   0.9900,  -0.0040
8961250000.0000,  19.8575,   1.9579,   0.9878,  -0.0064
8963875000.0000,  19.8664,   1.9298,   0.9848,  -0.0093
8966500000.0000,  19.8423,   1.9669,   0.9867,  -0.0060
8969125000.0000,  19.8585,   1.9698,   0.9877,  -0.0060
8971750000.0000,  19.8341,   1.9390,   0.9880,  -0.0081
8974375000.0000,  19.7928,   1.9591,   0.9860,  -0.0038
8977000000.0000,  19.8205,   1.9434,   0.9860,  -0.0063
8979625000.0000,  19.8075,   1.9605,   0.9871,  -0.0077
8982250000.0000,  19.8092,   1.9966,   0.9876,  -0.0019
8984875000.0000,  19.7923,   2.0274,   0.9883,   0.0010
8987500000.0000,  19.7857,   2.0123,   0.9875,  -0.0025
8990125000.0000,  19.7799,   1.9932,   0.9880,  -0.0035
8992750000.0000,  19.7490,   2.0269,   0.9892,  -0.0014
8995375000.0000,  19.7780,   1.9728,   0.9867,  -0.0103
8998000000.0000,  19.7506,   2.0311,   0.9889,   0.0003
9000625000.0000,  19.7221,   2.0262,   0.9880,   0.0003
9003250000.0000,  19.7257,   2.0194,   0.9876,  -0.0006
9005875000.0000,  19.7236,   2.0010,   0.9876,  -0.0017
9008500000.0000,  19.7071,   2.0554,   0.9899,   0.0029
9011125000.0000,  19.7350,   1.9685,   0.9874,  -0.0056
9013750000.0000,  19.6999,   2.0821,   0.9879,   0.0035
9016375000.0000,  19.6808,   2.0753,   0.9883,   0.0005
9019000000.0000,  19.6875,   2.0299,   0.9877,  -0.0041
9021625000.0000,  19.6917,   2.0349,   0.9888,   0.0003
9024250000.0000,  19.7156,   2.0396,   0.9884,  -0.0034
9026875000.0000,  19.6505,   2.0155,   0.9882,  -0.0061
9029500000.0000,  19.6966,   2.0436,   0.9891,  -0.0041
9032125000.0000,  19.6400,   2.0698,   0.9898,   0.0009
9034750000.0000,  19.6420,   2.0716,   0.9894,   0.0014
9037375000.0000,  19.6579,   2.0701,   0.9865,  -0.0041
9040000000.0000,  19.6594,   2.0758,   0.9887,  -0.0019
9042625000.0000,  19.6193,   2.0575,   0.9887,  -0.0033
9045250000.0000,  19.6232,   2.0857,   0.9931,  -0.0034
9047875000.0000,  19.6128,   2.0759,   0.9884,  -0.0008
9050500000.0000,  19.5981,   2.0812,   0.9936,  -0.0015
9053125000.0000,  19.6018,   2.0664,   0.9879,  -0.0019
9055750000.0000,  19.5622,   2.0917,   0.9890,  -0.0034
9058375000.0000,  19.5952,   2.0872,   0.9906,  -0.0039
9061000000.0000,  19.5781,   2.0721,   0.9898,  -0.0060
9063625000.0000,  19.5674,   2.0564,   0.9895,  -0.0045
9066250000.0000,  19.5527,   2.0720,   0.9898,  -0.0042
9068875000.0000,  19.5408,   2.0639,   0.9884,  -0.0050
9071500000.0000,  19.5347,   2.0824,   0.9893,  -0.0035
9074125000.0000,  19.5252,   2.0777,   0.9892,  -0.0024
9076750000.0000,  19.5276,   2.0663,   0.9894,  -0.0055
9079375000.0000,  19.5030,   2.0502,   0.9889,  -0.0047
9082000000.0000,  19.5158,   2.0454,   0.9894,  -0.0069
9084625000.0000,  19.4846,   2.0572,   0.9893,  -0.0047
9087250000.0000,  19.5209,   2.0261,   0.9881,  -0.0081
9089875000.0000,  19.4955,   2.0619,   0.9893,  -0.0043
9092500000.0000,  19.4989,   2.0400,   0.9913,  -0.0075
9095125000.0000,  19.4685,   2.0440,   0.9923,  -0.0047
9097750000.0000,  19.4400,   2.0448,   0.9928,  -0.0052
9100375000.0000,  19.4385,   2.0767,   0.9900,  -0.0023
9103000000.0000,  19.4471,   2.0435,   0.9915,  -0.0058
9105625000.0000,  19.4035,   2.0599,   0.9891,  -0.0014
9108250000.0000,  19.4271,   2.0312,   0.9916,  -0.0075
9110875000.0000,  19.4221,   2.0427,   0.9919,  -0.0041
9113500000.0000,  19.3998,   2.0458,   0.9940,  -0.0016
9116125000.0000,  19.3918,   2.0277,   0.9892,  -0.0059
9118750000.0000,  19.3837,   2.0020,   0.9908,  -0.0057
9121375000.0000,  19.4020,   2.0007,   0.9907,  -0.0098
9124000000.0000,  19.3774,   2.0277,   0.9890,  -0.0016
9126625000.0000,  19.3609,   1.9945,   0.9918,  -0.0056
9129250000.0000,  19.3406,   2.0171,   0.9891,  -0.0033
9131875000.0000,  19.3555,   1.9673,   0.9912,  -0.0079
9134500000.0000,  19.3127,   2.0000,   0.9932,  -0.0027
9137125000.0000,  19.3316,   1.9901,   0.9918,  -0.0033
9139750000.0000,  19.2979,   1.9865,   0.9908,  -0.0014
9142375000.0000,  19.3506,   1.9589,   0.9930,  -0.0073
9145000000.0000,  19.2898,   1.9759,   0.9926,  -0.0002
9147625000.0000,  19.2962,   1.9842,   0.9918,  -0.0015
9150250000.0000,  19.3286,   1.9205,   0.9929,  -0.0071
9152875000.0000,  19.2715,   1.9628,   0.9928,   0.0001
9155500000.0000,  19.2880,   1.9570,   0.9913,  -0.0030
9158125000.0000,  19.2501,   1.9339,   0.9915,  -0.0031
9160750000.0000,  19.2638,   1.9308,   0.9925,  -0.0039
9163375000.0000,  19.2902,   1.8874,   0.9900,  -0.0079
9166000000.0000,  19.2947,   1.8998,   0.9929,  -0.0057
9168625000.0000,  19.2789,   1.9038,   0.9920,  -0.0050
9171250000.0000,  19.2494,   1.9162,   0.9920,  -0.0036
9173875000.0000,  19.2473,   1.9096,   0.9941,  -0.0032
9176500000.0000,  19.2781,   1.9025,   0.9925,  -0.0018
9179125000.0000,  19.2385,   1.8937,   0.9949,  -0.0054
9181750000.0000,  19.2584,   1.9240,   0.9937,   0.0013
9184375000.0000,  19.2754,   1.8824,   0.9942,  -0.0034
9187000000.0000,  19.2435,   1.8589,   0.9935,  -0.0055
9189625000.0000,  19.2513,   1.8642,   0.9940,  -0.0045
9192250000.0000,  19.2625,   1.8587,   0.9918,  -0.0038
9194875000.0000,  19.2441,   1.8808,   0.9926,  -0.0045
9197500000.0000,  19.2356,   1.8542,   0.9936,  -0.0041
9200125000.0000,  19.2301,   1.8745,   0.9956,  -0.0016
9202750000.0000,  19.2389,   1.8486,   0.9957,  -0.0035
9205375000.0000,  19.2534,   1.8373,   0.9931,  -0.0031
9208000000.0000,  19.2328,   1.8551,   0.9953,   0.0011
9210625000.0000,  19.2525,   1.8368,   0.9955,  -0.0023
9213250000.0000,  19.2112,   1.8392,   0.9954,  -0.0014
9215875000.0000,  19.1924,   1.8366,   0.9931,   0.0001
9218500000.0000,  19.2235,   1.8053,   0.9944,  -0.0046
9221125000.0000,  19.2234,   1.8304,   0.9951,  -0.0015
9223750000.0000,  19.2243,   1.7890,   0.9947,  -0.0023
9226375000.0000,  19.2161,   1.7848,   0.9934,  -0.0044
9229000000.0000,  19.2109,   1.7692,   0.9944,  -0.0032
9231625000.0000,  19.2019,   1.8146,   0.9958,   0.0004
9234250000.0000,  19.1895,   1.8058,   0.9967,  -0.0004
9236875000.0000,  19.1931,   1.7312,   0.9951,  -0.0064
9239500000.0000,  19.1822,   1.7636,   0.9959,  -0.0019
9242125000.0000,  19.1685,   1.7774,   0.9938,   0.0010
9244750000.0000,  19.2190,   1.7350,   0.9954,  -0.0066
9247375000.0000,  19.1475,   1.7486,   0.9932,   0.0002
9250000000.0000,  19.1860,   1.7407,   0.9965,  -0.0033
9252625000.0000,  19.1728,   1.7116,   0.9948,  -0.0032
9255250000.0000,  19.1852,   1.7116,   0.9958,  -0.0025
9257875000.0000,  19.1877,   1.7298,   0.9958,  -0.0030
9260500000.0000,  19.1671,   1.7309,   0.9942,  -0.0001
9263125000.0000,  19.2194,   1.7025,   0.9957,  -0.0024
9265750000.0000,  19.1672,   1.7054,   0.9956,  -0.0006
9268375000.0000,  19.1642,   1.7015,   0.9954,   0.0010
9271000000.0000,  19.1692,   1.6816,   0.9951,  -0.0025
9273625000.0000,  19.1752,   1.6858,   0.9935,   0.0004
9276250000.0000,  19.1487,   1.6852,   0.9955,   0.0011
9278875000.0000,  19.1719,   1.6790,   0.9955,  -0.0020
9281500000.0000,  19.1720,   1.6758,   0.9960,  -0.0006
9284125000.0000,  19.1744,   1.6687,   0.9937,  -0.0009
9286750000.0000,  19.1936,   1.6600,   0.9972,  -0.0012
9289375000.0000,  19.1867,   1.6299,   0.9941,  -0.0049
9292000000.0000,  19.1997,   1.6637,   0.9964,   0.0001
9294625000.0000,  19.1825,   1.6808,   0.9962,   0.0046
9297250000.0000,  19.1804,   1.6674,   0.9970,   0.0017
