85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 15:02:44"

frequency,e',e'',u',u''
8305000000.0000,  21.6689,   1.3255,   0.9950,  -0.0046
8307625000.0000,  21.7035,   1.3128,   0.9958,  -0.0078
8310250000.0000,  21.6938,   1.3223,   0.9972,  -0.0102
8312875000.0000,  21.6885,   1.3256,   0.9923,  -0.0059
8315500000.0000,  21.6944,   1.3315,   0.9957,  -0.0064
8318125000.0000,  21.6726,   1.3368,   0.9946,  -0.0049
8320750000.0000,  21.7059,   1.3553,   0.9964,  -0.0038
8323375000.0000,  21.6789,   1.3476,   0.9979,  -0.0045
8326000000.0000,  21.6944,   1.3467,   1.0007,  -0.0038
8328625000.0000,  21.6965,   1.3352,   0.9946,  -0.0067
8331250000.0000,  21.6972,   1.3480,   0.9924,  -0.0041
8333875000.0000,  21.6715,   1.3549,   0.9972,  -0.0067
8336500000.0000,  21.6750,   1.3767,   0.9973,  -0.0032
8339125000.0000,  21.7006,   1.4111,   0.9973,   0.0024
8341750000.0000,  21.6849,   1.3801,   0.9973,  -0.0017
8344375000.0000,  21.7102,   1.3591,   0.9979,  -0.0020
8347000000.0000,  21.7211,   1.3808,   1.0006,  -0.0019
8349625000.0000,  21.7049,   1.3645,   0.9956,  -0.0036
8352250000.0000,  21.7304,   1.3979,   0.9983,  -0.0006
8354875000.0000,  21.7205,   1.4015,   1.0016,  -0.0020
8357500000.0000,  21.7211,   1.3984,   1.0013,   0.0005
8360125000.0000,  21.7395,   1.4041,   0.9999,  -0.0016
8362750000.0000,  21.7088,   1.3729,   1.0031,  -0.0012
8365375000.0000,  21.7298,   1.3960,   1.0017,   0.0005
8368000000.0000,  21.7436,   1.3481,   1.0011,  -0.0028
8370625000.0000,  21.7391,   1.3724,   1.0016,  -0.0031
8373250000.0000,  21.7309,   1.4138,   1.0008,  -0.0017
8375875000.0000,  21.7067,   1.3565,   0.9992,  -0.0037
8378500000.0000,  21.7772,   1.3480,   1.0010,  -0.0052
8381125000.0000,  21.7399,   1.3897,   1.0033,  -0.0013
8383750000.0000,  21.7613,   1.3726,   1.0005,  -0.0071
8386375000.0000,  21.7551,   1.3669,   1.0011,  -0.0053
8389000000.0000,  21.7431,   1.3813,   0.9993,  -0.0008
8391625000.0000,  21.7499,   1.4061,   1.0002,   0.0018
8394250000.0000,  21.7290,   1.3746,   0.9974,  -0.0030
8396875000.0000,  21.7437,   1.4066,   0.9996,  -0.0005
8399500000.0000,  21.8054,   1.4009,   0.9997,  -0.0008
8402125000.0000,  21.7544,   1.3454,   0.9967,  -0.0072
8404750000.0000,  21.7799,   1.3700,   0.9975,  -0.0042
8407375000.0000,  21.7628,   1.3873,   0.9960,  -0.0030
8410000000.0000,  21.7730,   1.3801,   0.9950,  -0.0038
8412625000.0000,  21.7861,   1.3791,   0.9958,  -0.0046
8415250000.0000,  21.7766,   1.3933,   0.9964,  -0.0016
8417875000.0000,  21.7560,   1.3722,   0.9966,  -0.0082
8420500000.0000,  21.7868,   1.3390,   0.9935,  -0.0051
8423125000.0000,  21.7636,   1.4037,   0.9962,  -0.0019
8425750000.0000,  21.7703,   1.3716,   0.9962,  -0.0082
8428375000.0000,  21.7942,   1.3677,   0.9937,  -0.0114
8431000000.0000,  21.7592,   1.4213,   0.9921,  -0.0044
8433625000.0000,  21.7834,   1.4060,   0.9954,  -0.0054
8436250000.0000,  21.7777,   1.3795,   0.9946,  -0.0047
8438875000.0000,  21.7712,   1.4214,   0.9958,  -0.0026
8441500000.0000,  21.7667,   1.3833,   0.9941,  -0.0062
8444125000.0000,  21.7573,   1.4086,   0.9941,  -0.0045
8446750000.0000,  21.7385,   1.4197,   0.9967,  -0.0051
8449375000.0000,  21.7883,   1.4237,   0.9957,  -0.0041
8452000000.0000,  21.7818,   1.3668,   0.9943,  -0.0092
8454625000.0000,  21.7526,   1.4368,   0.9953,  -0.0039
8457250000.0000,  21.7596,   1.4032,   0.9983,  -0.0081
8459875000.0000,  21.7509,   1.4308,   0.9949,  -0.0028
8462500000.0000,  21.7821,   1.4363,   0.9968,  -0.0067
8465125000.0000,  21.7557,   1.4749,   0.9972,  -0.0003
8467750000.0000,  21.7561,   1.4627,   0.9964,  -0.0041
8470375000.0000,  21.7583,   1.4438,   0.9995,  -0.0030
8473000000.0000,  21.7496,   1.4406,   0.9969,  -0.0054
8475625000.0000,  21.7417,   1.4888,   0.9963,   0.0003
8478250000.0000,  21.7372,   1.4403,   0.9978,  -0.0032
8480875000.0000,  21.7326,   1.4499,   0.9969,  -0.0016
8483500000.0000,  21.7127,   1.4531,   0.9983,  -0.0032
8486125000.0000,  21.7490,   1.4813,   0.9978,   0.0021
8488750000.0000,  21.7484,   1.4494,   0.9983,  -0.0061
8491375000.0000,  21.7944,   1.4706,   0.9981,  -0.0001
8494000000.0000,  21.7294,   1.4391,   0.9959,  -0.0037
8496625000.0000,  21.7309,   1.5240,   0.9994,   0.0038
8499250000.0000,  21.7640,   1.4565,   0.9990,  -0.0046
8501875000.0000,  21.7487,   1.5122,   1.0014,  -0.0005
8504500000.0000,  21.7535,   1.4958,   0.9990,  -0.0014
8507125000.0000,  21.7049,   1.5387,   1.0003,   0.0047
8509750000.0000,  21.7523,   1.4851,   1.0012,  -0.0038
8512375000.0000,  21.7410,   1.5128,   0.9987,   0.0010
8515000000.0000,  21.7387,   1.4796,   0.9994,  -0.0025
8517625000.0000,  21.7777,   1.5191,   0.9995,   0.0010
8520250000.0000,  21.7281,   1.5725,   0.9966,   0.0065
8522875000.0000,  21.7287,   1.5046,   1.0012,  -0.0001
8525500000.0000,  21.7630,   1.5036,   0.9971,   0.0004
8528125000.0000,  21.7631,   1.5071,   0.9984,  -0.0020
8530750000.0000,  21.7730,   1.5101,   1.0033,  -0.0039
8533375000.0000,  21.7691,   1.5292,   1.0000,  -0.0011
8536000000.0000,  21.7549,   1.5236,   1.0002,   0.0018
8538625000.0000,  21.7476,   1.5443,   0.9993,  -0.0010
8541250000.0000,  21.7581,   1.5108,   0.9995,  -0.0028
8543875000.0000,  21.7474,   1.5347,   1.0004,  -0.0017
8546500000.0000,  21.7389,   1.5929,   1.0010,   0.0054
8549125000.0000,  21.7676,   1.5728,   1.0021,   0.0021
8551750000.0000,  21.7430,   1.5364,   1.0012,   0.0002
8554375000.0000,  21.7573,   1.5161,   0.9990,  -0.0075
8557000000.0000,  21.7252,   1.5729,   1.0028,  -0.0004
8559625000.0000,  21.7748,   1.5607,   0.9994,  -0.0010
8562250000.0000,  21.7682,   1.5327,   1.0004,  -0.0079
8564875000.0000,  21.7450,   1.5864,   1.0005,   0.0004
8567500000.0000,  21.7526,   1.5238,   0.9995,  -0.0063
8570125000.0000,  21.7516,   1.5719,   1.0010,  -0.0047
8572750000.0000,  21.7454,   1.5697,   1.0009,  -0.0010
8575375000.0000,  21.7382,   1.5578,   1.0019,  -0.0034
8578000000.0000,  21.7513,   1.5458,   1.0005,  -0.0037
8580625000.0000,  21.7030,   1.5235,   1.0006,  -0.0098
8583250000.0000,  21.7351,   1.6160,   1.0016,  -0.0019
8585875000.0000,  21.7331,   1.5899,   1.0021,  -0.0009
8588500000.0000,  21.7283,   1.5802,   1.0031,  -0.0037
8591125000.0000,  21.7067,   1.5764,   1.0027,  -0.0016
8593750000.0000,  21.7290,   1.6235,   1.0016,   0.0007
8596375000.0000,  21.7250,   1.5683,   1.0012,  -0.0042
8599000000.0000,  21.7302,   1.5839,   1.0037,  -0.0013
8601625000.0000,  21.7144,   1.5687,   1.0011,  -0.0029
8604250000.0000,  21.6808,   1.6139,   1.0010,   0.0028
8606875000.0000,  21.6910,   1.5742,   1.0012,  -0.0028
8609500000.0000,  21.6838,   1.5952,   1.0033,   0.0020
8612125000.0000,  21.7074,   1.5867,   1.0020,  -0.0022
8614750000.0000,  21.6941,   1.5931,   1.0028,  -0.0021
8617375000.0000,  21.6913,   1.6196,   1.0013,  -0.0002
8620000000.0000,  21.7139,   1.5991,   1.0038,  -0.0008
8622625000.0000,  21.6752,   1.6215,   1.0026,   0.0020
8625250000.0000,  21.6931,   1.5903,   1.0002,  -0.0005
8627875000.0000,  21.6659,   1.5663,   1.0025,  -0.0017
8630500000.0000,  21.6639,   1.6087,   1.0022,  -0.0008
8633125000.0000,  21.6849,   1.6087,   0.9998,  -0.0020
8635750000.0000,  21.6375,   1.5784,   1.0006,  -0.0039
8638375000.0000,  21.6838,   1.6186,   1.0009,  -0.0004
8641000000.0000,  21.6476,   1.5963,   1.0017,  -0.0003
8643625000.0000,  21.6313,   1.6195,   0.9994,   0.0030
8646250000.0000,  21.6466,   1.5984,   0.9989,  -0.0021
8648875000.0000,  21.6263,   1.6610,   1.0022,   0.0045
8651500000.0000,  21.6161,   1.6284,   0.9991,   0.0026
8654125000.0000,  21.6476,   1.6014,   1.0001,  -0.0035
8656750000.0000,  21.6310,   1.6027,   1.0000,  -0.0033
8659375000.0000,  21.6610,   1.6253,   0.9997,   0.0003
8662000000.0000,  21.6178,   1.6107,   1.0009,  -0.0029
8664625000.0000,  21.6264,   1.6323,   1.0032,   0.0003
8667250000.0000,  21.6292,   1.6410,   0.9990,   0.0017
8669875000.0000,  21.6244,   1.6468,   1.0028,   0.0030
8672500000.0000,  21.5929,   1.6076,   0.9988,  -0.0018
8675125000.0000,  21.6143,   1.6171,   1.0031,  -0.0015
8677750000.0000,  21.6326,   1.5773,   1.0013,  -0.0040
8680375000.0000,  21.6150,   1.6236,   1.0014,  -0.0018
8683000000.0000,  21.5858,   1.6251,   0.9977,  -0.0000
8685625000.0000,  21.5575,   1.6339,   0.9994,   0.0033
8688250000.0000,  21.5992,   1.6036,   0.9996,  -0.0024
8690875000.0000,  21.5678,   1.6150,   1.0024,   0.0005
8693500000.0000,  21.5810,   1.6337,   1.0015,   0.0020
8696125000.0000,  21.5983,   1.5512,   1.0026,  -0.0070
8698750000.0000,  21.5737,   1.5752,   0.9993,  -0.0036
8701375000.0000,  21.5457,   1.6023,   1.0025,   0.0025
8704000000.0000,  21.5971,   1.5938,   1.0022,  -0.0030
8706625000.0000,  21.5810,   1.5790,   1.0021,  -0.0018
8709250000.0000,  21.5653,   1.5695,   1.0015,  -0.0003
8711875000.0000,  21.5742,   1.5395,   1.0029,  -0.0060
8714500000.0000,  21.5668,   1.5538,   1.0023,  -0.0023
8717125000.0000,  21.5777,   1.5569,   1.0036,  -0.0035
8719750000.0000,  21.5676,   1.5476,   1.0008,  -0.0044
8722375000.0000,  21.5759,   1.5283,   1.0025,  -0.0067
8725000000.0000,  21.5417,   1.5859,   1.0036,   0.0005
8727625000.0000,  21.5452,   1.5417,   1.0050,  -0.0026
8730250000.0000,  21.5684,   1.5343,   1.0033,  -0.0049
8732875000.0000,  21.5628,   1.5607,   1.0034,  -0.0025
8735500000.0000,  21.5415,   1.5662,   1.0047,   0.0006
8738125000.0000,  21.5495,   1.6037,   1.0046,   0.0023
8740750000.0000,  21.5290,   1.5246,   1.0031,  -0.0046
8743375000.0000,  21.5436,   1.6077,   1.0044,   0.0047
8746000000.0000,  21.5012,   1.5625,   1.0028,   0.0021
8748625000.0000,  21.5444,   1.5365,   1.0044,  -0.0007
8751250000.0000,  21.5457,   1.5285,   1.0021,  -0.0021
8753875000.0000,  21.5569,   1.5656,   1.0030,   0.0021
8756500000.0000,  21.5347,   1.5440,   1.0028,   0.0006
8759125000.0000,  21.5321,   1.5257,   1.0020,  -0.0032
8761750000.0000,  21.5257,   1.5424,   1.0025,   0.0003
8764375000.0000,  21.5184,   1.4977,   1.0010,  -0.0025
8767000000.0000,  21.5287,   1.5517,   1.0005,   0.0027
8769625000.0000,  21.5473,   1.5130,   1.0034,  -0.0008
8772250000.0000,  21.5428,   1.4872,   1.0011,  -0.0026
8774875000.0000,  21.5297,   1.5067,   1.0012,  -0.0028
8777500000.0000,  21.5173,   1.5407,   1.0025,   0.0009
8780125000.0000,  21.5264,   1.5676,   1.0019,   0.0033
8782750000.0000,  21.5182,   1.5412,   1.0027,   0.0010
8785375000.0000,  21.5479,   1.5414,   1.0014,  -0.0002
8788000000.0000,  21.5366,   1.5246,   1.0004,   0.0019
8790625000.0000,  21.5177,   1.5201,   0.9990,  -0.0007
8793250000.0000,  21.5133,   1.5013,   1.0012,   0.0001
8795875000.0000,  21.5294,   1.5398,   0.9990,  -0.0001
8798500000.0000,  21.5156,   1.4990,   0.9991,  -0.0020
8801125000.0000,  21.5035,   1.5064,   0.9993,   0.0023
8803750000.0000,  21.4926,   1.5439,   0.9986,   0.0021
8806375000.0000,  21.5044,   1.5266,   0.9987,  -0.0004
8809000000.0000,  21.5280,   1.5311,   0.9988,  -0.0004
8811625000.0000,  21.4922,   1.5203,   0.9996,  -0.0004
8814250000.0000,  21.5135,   1.5212,   1.0006,  -0.0037
8816875000.0000,  21.5219,   1.5088,   1.0017,  -0.0011
8819500000.0000,  21.5163,   1.4905,   1.0000,  -0.0037
8822125000.0000,  21.4914,   1.5172,   1.0008,   0.0003
8824750000.0000,  21.5019,   1.5668,   0.9993,   0.0044
8827375000.0000,  21.5190,   1.5384,   0.9995,   0.0021
8830000000.0000,  21.5118,   1.4813,   1.0025,  -0.0016
8832625000.0000,  21.4767,   1.5299,   1.0017,   0.0023
8835250000.0000,  21.5201,   1.4940,   1.0010,  -0.0017
8837875000.0000,  21.4886,   1.4948,   1.0009,  -0.0007
8840500000.0000,  21.4900,   1.5160,   1.0040,   0.0008
8843125000.0000,  21.4982,   1.5185,   1.0031,  -0.0012
8845750000.0000,  21.5167,   1.4918,   1.0018,   0.0000
8848375000.0000,  21.4797,   1.5406,   1.0031,   0.0021
8851000000.0000,  21.5058,   1.5023,   1.0052,  -0.0012
8853625000.0000,  21.4873,   1.4985,   1.0034,  -0.0023
8856250000.0000,  21.5108,   1.4973,   1.0055,  -0.0003
8858875000.0000,  21.5005,   1.5006,   1.0044,   0.0008
8861500000.0000,  21.4763,   1.4787,   1.0030,  -0.0010
8864125000.0000,  21.4843,   1.5281,   1.0057,   0.0013
8866750000.0000,  21.4967,   1.5110,   1.0059,   0.0017
8869375000.0000,  21.5003,   1.4995,   1.0018,   0.0015
8872000000.0000,  21.5075,   1.5189,   1.0088,   0.0022
8874625000.0000,  21.5241,   1.5121,   1.0060,   0.0022
8877250000.0000,  21.5334,   1.5345,   1.0066,   0.0037
8879875000.0000,  21.5084,   1.5376,   1.0067,   0.0041
8882500000.0000,  21.4928,   1.4801,   1.0070,   0.0030
8885125000.0000,  21.5147,   1.4844,   1.0071,   0.0015
8887750000.0000,  21.5190,   1.4702,   1.0058,   0.0012
8890375000.0000,  21.5279,   1.4644,   1.0064,  -0.0007
8893000000.0000,  21.5320,   1.5000,   1.0063,   0.0024
8895625000.0000,  21.5256,   1.4977,   1.0069,   0.0035
8898250000.0000,  21.5285,   1.5377,   1.0072,   0.0031
8900875000.0000,  21.5096,   1.5175,   1.0084,   0.0027
8903500000.0000,  21.5288,   1.4993,   1.0060,   0.0037
8906125000.0000,  21.5469,   1.4923,   1.0043,  -0.0002
8908750000.0000,  21.5588,   1.4767,   1.0051,  -0.0020
8911375000.0000,  21.4986,   1.4969,   1.0070,   0.0030
8914000000.0000,  21.5460,   1.5249,   1.0087,   0.0022
8916625000.0000,  21.5606,   1.4932,   1.0042,  -0.0000
8919250000.0000,  21.5058,   1.5320,   1.0056,   0.0039
8921875000.0000,  21.5466,   1.5117,   1.0036,   0.0014
8924500000.0000,  21.5280,   1.4998,   1.0035,   0.0010
8927125000.0000,  21.5114,   1.5077,   1.0037,   0.0012
8929750000.0000,  21.5330,   1.4852,   1.0061,  -0.0021
8932375000.0000,  21.5354,   1.5105,   1.0038,  -0.0007
8935000000.0000,  21.5213,   1.5597,   1.0043,   0.0037
8937625000.0000,  21.5370,   1.5166,   1.0019,  -0.0006
8940250000.0000,  21.5428,   1.5295,   1.0047,   0.0003
8942875000.0000,  21.5124,   1.5821,   1.0042,   0.0050
8945500000.0000,  21.5023,   1.5214,   1.0025,  -0.0001
8948125000.0000,  21.4938,   1.5303,   1.0039,   0.0016
8950750000.0000,  21.5204,   1.5123,   1.0024,  -0.0011
8953375000.0000,  21.5161,   1.5202,   1.0029,  -0.0000
8956000000.0000,  21.5317,   1.5285,   1.0033,  -0.0004
8958625000.0000,  21.5284,   1.5292,   1.0046,  -0.0010
8961250000.0000,  21.4618,   1.5489,   1.0027,   0.0031
8963875000.0000,  21.4993,   1.5170,   1.0018,  -0.0017
8966500000.0000,  21.4696,   1.5479,   1.0044,   0.0027
8969125000.0000,  21.4813,   1.5246,   1.0032,  -0.0003
8971750000.0000,  21.4608,   1.5032,   1.0055,  -0.0000
8974375000.0000,  21.4510,   1.5178,   1.0046,   0.0017
8977000000.0000,  21.4676,   1.4876,   1.0037,  -0.0025
8979625000.0000,  21.4311,   1.5270,   1.0030,   0.0015
8982250000.0000,  21.4886,   1.4979,   1.0048,  -0.0000
8984875000.0000,  21.4552,   1.5484,   1.0046,   0.0028
8987500000.0000,  21.4463,   1.5103,   1.0038,   0.0014
8990125000.0000,  21.4363,   1.5218,   1.0054,   0.0026
8992750000.0000,  21.4211,   1.5340,   1.0059,   0.0043
8995375000.0000,  21.4303,   1.5405,   1.0044,   0.0040
8998000000.0000,  21.4483,   1.5624,   1.0067,   0.0056
9000625000.0000,  21.4280,   1.5395,   1.0059,   0.0050
9003250000.0000,  21.4400,   1.5106,   1.0062,   0.0021
9005875000.0000,  21.4263,   1.5190,   1.0039,   0.0043
9008500000.0000,  21.4329,   1.5091,   1.0071,   0.0032
9011125000.0000,  21.4449,   1.4941,   1.0054,   0.0023
9013750000.0000,  21.4483,   1.5845,   1.0067,   0.0082
9016375000.0000,  21.4103,   1.5506,   1.0049,   0.0073
9019000000.0000,  21.4123,   1.5191,   1.0044,   0.0046
9021625000.0000,  21.4341,   1.5297,   1.0060,   0.0050
9024250000.0000,  21.4679,   1.4903,   1.0042,   0.0005
9026875000.0000,  21.3955,   1.5060,   1.0066,   0.0024
9029500000.0000,  21.4554,   1.5332,   1.0053,   0.0043
9032125000.0000,  21.4004,   1.5468,   1.0071,   0.0062
9034750000.0000,  21.4066,   1.5438,   1.0069,   0.0056
9037375000.0000,  21.4392,   1.5346,   1.0048,   0.0033
9040000000.0000,  21.4352,   1.5552,   1.0053,   0.0049
9042625000.0000,  21.4141,   1.5007,   1.0057,   0.0011
9045250000.0000,  21.4209,   1.5623,   1.0083,   0.0044
9047875000.0000,  21.4253,   1.5052,   1.0057,   0.0013
9050500000.0000,  21.3901,   1.5111,   1.0085,   0.0021
9053125000.0000,  21.4465,   1.5183,   1.0047,   0.0035
9055750000.0000,  21.3906,   1.5352,   1.0074,   0.0036
9058375000.0000,  21.4237,   1.5574,   1.0053,   0.0044
9061000000.0000,  21.3960,   1.5148,   1.0050,   0.0008
9063625000.0000,  21.4155,   1.4696,   1.0064,  -0.0011
9066250000.0000,  21.3768,   1.5270,   1.0051,   0.0037
9068875000.0000,  21.4006,   1.5260,   1.0043,   0.0035
9071500000.0000,  21.4092,   1.4993,   1.0066,   0.0003
9074125000.0000,  21.3917,   1.4889,   1.0054,   0.0008
9076750000.0000,  21.4066,   1.4777,   1.0038,   0.0000
9079375000.0000,  21.3815,   1.4816,   1.0039,   0.0017
9082000000.0000,  21.4031,   1.4654,   1.0049,  -0.0012
9084625000.0000,  21.3918,   1.4852,   1.0065,   0.0003
9087250000.0000,  21.4257,   1.4618,   1.0039,  -0.0001
9089875000.0000,  21.3942,   1.5425,   1.0048,   0.0062
9092500000.0000,  21.4096,   1.4446,   1.0067,  -0.0022
9095125000.0000,  21.3954,   1.4718,   1.0066,   0.0005
9097750000.0000,  21.3608,   1.4732,   1.0060,  -0.0004
9100375000.0000,  21.3839,   1.5167,   1.0054,   0.0044
9103000000.0000,  21.3787,   1.5128,   1.0071,   0.0049
9105625000.0000,  21.3698,   1.4822,   1.0054,   0.0018
9108250000.0000,  21.3787,   1.5021,   1.0063,   0.0036
9110875000.0000,  21.3800,   1.4845,   1.0068,   0.0026
9113500000.0000,  21.3426,   1.4787,   1.0069,   0.0052
9116125000.0000,  21.3932,   1.4859,   1.0060,   0.0022
9118750000.0000,  21.3644,   1.4193,   1.0064,  -0.0017
9121375000.0000,  21.3896,   1.4311,   1.0060,  -0.0017
9124000000.0000,  21.3884,   1.4688,   1.0054,   0.0034
9126625000.0000,  21.3725,   1.4513,   1.0070,   0.0020
9129250000.0000,  21.3593,   1.4506,   1.0047,   0.0039
9131875000.0000,  21.3466,   1.4204,   1.0044,  -0.0008
9134500000.0000,  21.3281,   1.4944,   1.0068,   0.0067
9137125000.0000,  21.3400,   1.4603,   1.0064,   0.0057
9139750000.0000,  21.3404,   1.4303,   1.0052,   0.0020
9142375000.0000,  21.3739,   1.4119,   1.0068,   0.0015
9145000000.0000,  21.3328,   1.4619,   1.0062,   0.0079
9147625000.0000,  21.3539,   1.4659,   1.0084,   0.0064
9150250000.0000,  21.3638,   1.3964,   1.0066,   0.0010
9152875000.0000,  21.3180,   1.4724,   1.0080,   0.0111
9155500000.0000,  21.3630,   1.4280,   1.0057,   0.0028
9158125000.0000,  21.3202,   1.4229,   1.0075,   0.0030
9160750000.0000,  21.3474,   1.4432,   1.0089,   0.0036
9163375000.0000,  21.3746,   1.3820,   1.0046,  -0.0003
9166000000.0000,  21.3955,   1.4280,   1.0088,   0.0037
9168625000.0000,  21.3665,   1.4191,   1.0064,   0.0036
9171250000.0000,  21.3218,   1.3947,   1.0061,   0.0019
9173875000.0000,  21.3741,   1.3738,   1.0083,  -0.0017
9176500000.0000,  21.3920,   1.3907,   1.0066,   0.0023
9179125000.0000,  21.3484,   1.3823,   1.0090,  -0.0011
9181750000.0000,  21.3875,   1.4235,   1.0072,   0.0040
9184375000.0000,  21.3972,   1.3731,   1.0067,  -0.0002
9187000000.0000,  21.3734,   1.3832,   1.0076,   0.0017
9189625000.0000,  21.3896,   1.3753,   1.0087,   0.0010
9192250000.0000,  21.4033,   1.3860,   1.0066,   0.0023
9194875000.0000,  21.3812,   1.4371,   1.0079,   0.0041
9197500000.0000,  21.3831,   1.3614,   1.0088,   0.0001
9200125000.0000,  21.4039,   1.3898,   1.0101,   0.0036
9202750000.0000,  21.3860,   1.3539,   1.0083,  -0.0011
9205375000.0000,  21.4221,   1.3965,   1.0071,   0.0037
9208000000.0000,  21.4090,   1.3649,   1.0093,   0.0020
9210625000.0000,  21.4246,   1.3713,   1.0085,   0.0020
9213250000.0000,  21.3888,   1.3892,   1.0087,   0.0025
9215875000.0000,  21.3638,   1.3973,   1.0085,   0.0049
9218500000.0000,  21.4115,   1.3751,   1.0093,   0.0012
9221125000.0000,  21.3619,   1.4083,   1.0089,   0.0062
9223750000.0000,  21.3924,   1.3782,   1.0085,   0.0032
9226375000.0000,  21.3965,   1.3679,   1.0072,   0.0037
9229000000.0000,  21.3876,   1.3382,   1.0066,   0.0011
9231625000.0000,  21.4072,   1.3729,   1.0096,   0.0036
9234250000.0000,  21.3826,   1.4083,   1.0098,   0.0068
9236875000.0000,  21.3849,   1.3626,   1.0100,   0.0027
9239500000.0000,  21.3813,   1.3574,   1.0092,   0.0033
9242125000.0000,  21.3738,   1.3832,   1.0075,   0.0038
9244750000.0000,  21.4075,   1.3634,   1.0072,   0.0015
9247375000.0000,  21.3531,   1.3418,   1.0076,   0.0040
9250000000.0000,  21.3832,   1.3560,   1.0087,   0.0036
9252625000.0000,  21.3683,   1.3404,   1.0082,   0.0031
9255250000.0000,  21.3770,   1.3503,   1.0085,   0.0041
9257875000.0000,  21.3931,   1.3492,   1.0090,   0.0026
9260500000.0000,  21.3863,   1.3286,   1.0081,   0.0010
9263125000.0000,  21.4151,   1.3473,   1.0094,   0.0031
9265750000.0000,  21.3839,   1.3467,   1.0087,   0.0051
9268375000.0000,  21.3575,   1.3620,   1.0079,   0.0077
9271000000.0000,  21.4083,   1.3057,   1.0070,   0.0016
9273625000.0000,  21.3947,   1.3158,   1.0084,   0.0046
9276250000.0000,  21.3683,   1.3104,   1.0080,   0.0043
9278875000.0000,  21.4021,   1.3457,   1.0104,   0.0045
9281500000.0000,  21.4143,   1.3197,   1.0083,   0.0018
9284125000.0000,  21.4047,   1.3393,   1.0082,   0.0052
9286750000.0000,  21.4076,   1.3579,   1.0098,   0.0076
9289375000.0000,  21.4014,   1.3051,   1.0070,   0.0024
9292000000.0000,  21.4331,   1.3545,   1.0085,   0.0055
9294625000.0000,  21.4150,   1.3286,   1.0103,   0.0058
9297250000.0000,  21.4131,   1.3413,   1.0090,   0.0058
9299875000.0000,  21.4296,   1.3387,   1.0095,   0.0055
9302500000.0000,  21.4255,   1.3525,   1.0098,   0.0065
9305125000.0000,  21.4018,   1.3294,   1.0079,   0.0053
9307750000.0000,  21.4610,   1.3172,   1.0088,   0.0028
