85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 15:46:10"

frequency,e',e'',u',u''
8396875000.0000,  12.3528,   0.5111,   0.9944,   0.0012
8399500000.0000,  12.3783,   0.5061,   0.9913,  -0.0046
8402125000.0000,  12.3600,   0.4963,   0.9918,  -0.0047
8404750000.0000,  12.3654,   0.5113,   0.9902,   0.0003
8407375000.0000,  12.3608,   0.5080,   0.9885,  -0.0064
8410000000.0000,  12.3643,   0.5055,   0.9879,  -0.0062
8412625000.0000,  12.3595,   0.5059,   0.9888,  -0.0026
8415250000.0000,  12.3642,   0.4998,   0.9904,  -0.0056
8417875000.0000,  12.3548,   0.5132,   0.9907,  -0.0082
8420500000.0000,  12.3677,   0.5005,   0.9857,  -0.0041
8423125000.0000,  12.3564,   0.5278,   0.9887,   0.0026
8425750000.0000,  12.3610,   0.5118,   0.9925,  -0.0094
8428375000.0000,  12.3771,   0.5279,   0.9852,  -0.0064
8431000000.0000,  12.3605,   0.5364,   0.9858,  -0.0022
8433625000.0000,  12.3558,   0.5215,   0.9876,  -0.0097
8436250000.0000,  12.3556,   0.5114,   0.9878,  -0.0112
8438875000.0000,  12.3600,   0.5265,   0.9887,  -0.0042
8441500000.0000,  12.3536,   0.5263,   0.9907,  -0.0056
8444125000.0000,  12.3499,   0.5305,   0.9884,  -0.0025
8446750000.0000,  12.3417,   0.5350,   0.9910,  -0.0026
8449375000.0000,  12.3529,   0.5388,   0.9883,  -0.0059
8452000000.0000,  12.3528,   0.5287,   0.9858,  -0.0090
8454625000.0000,  12.3476,   0.5468,   0.9883,  -0.0051
8457250000.0000,  12.3340,   0.5375,   0.9892,  -0.0094
8459875000.0000,  12.3375,   0.5409,   0.9891,  -0.0080
8462500000.0000,  12.3441,   0.5484,   0.9880,  -0.0111
8465125000.0000,  12.3338,   0.5463,   0.9876,  -0.0058
8467750000.0000,  12.3283,   0.5600,   0.9890,  -0.0074
8470375000.0000,  12.3303,   0.5587,   0.9889,  -0.0004
8473000000.0000,  12.3259,   0.5626,   0.9892,  -0.0032
8475625000.0000,  12.3252,   0.5569,   0.9897,  -0.0091
8478250000.0000,  12.3128,   0.5462,   0.9883,  -0.0064
8480875000.0000,  12.3206,   0.5651,   0.9910,  -0.0012
8483500000.0000,  12.3038,   0.5656,   0.9917,  -0.0038
8486125000.0000,  12.3278,   0.5683,   0.9928,   0.0027
8488750000.0000,  12.2994,   0.5759,   0.9906,  -0.0008
8491375000.0000,  12.3290,   0.5697,   0.9885,  -0.0006
8494000000.0000,  12.3019,   0.5684,   0.9898,  -0.0041
8496625000.0000,  12.3059,   0.5676,   0.9914,  -0.0019
8499250000.0000,  12.3033,   0.5797,   0.9918,   0.0022
8501875000.0000,  12.2917,   0.5889,   0.9944,   0.0035
8504500000.0000,  12.3063,   0.5812,   0.9916,  -0.0006
8507125000.0000,  12.2826,   0.5944,   0.9929,   0.0044
8509750000.0000,  12.2929,   0.5824,   0.9912,  -0.0008
8512375000.0000,  12.2943,   0.5768,   0.9950,   0.0005
8515000000.0000,  12.2860,   0.5792,   0.9905,  -0.0025
8517625000.0000,  12.2933,   0.5893,   0.9937,   0.0031
8520250000.0000,  12.2812,   0.6026,   0.9904,   0.0053
8522875000.0000,  12.2762,   0.5706,   0.9970,  -0.0092
8525500000.0000,  12.2811,   0.5887,   0.9886,   0.0030
8528125000.0000,  12.2822,   0.5858,   0.9913,  -0.0033
8530750000.0000,  12.2746,   0.5878,   0.9973,  -0.0023
8533375000.0000,  12.2733,   0.5951,   0.9906,  -0.0013
8536000000.0000,  12.2772,   0.5814,   0.9957,   0.0005
8538625000.0000,  12.2675,   0.5841,   0.9934,  -0.0040
8541250000.0000,  12.2603,   0.5906,   0.9913,   0.0009
8543875000.0000,  12.2579,   0.5965,   0.9925,  -0.0010
8546500000.0000,  12.2505,   0.6041,   0.9946,   0.0025
8549125000.0000,  12.2558,   0.5867,   0.9943,  -0.0039
8551750000.0000,  12.2561,   0.5833,   0.9943,  -0.0044
8554375000.0000,  12.2502,   0.5991,   0.9921,  -0.0015
8557000000.0000,  12.2342,   0.5927,   0.9946,  -0.0026
8559625000.0000,  12.2564,   0.5975,   0.9936,   0.0012
8562250000.0000,  12.2463,   0.5913,   0.9914,  -0.0057
8564875000.0000,  12.2382,   0.5947,   0.9897,  -0.0018
8567500000.0000,  12.2432,   0.5878,   0.9950,  -0.0064
8570125000.0000,  12.2271,   0.5942,   0.9912,  -0.0033
8572750000.0000,  12.2236,   0.5871,   0.9942,  -0.0001
8575375000.0000,  12.2261,   0.5865,   0.9939,   0.0017
8578000000.0000,  12.2299,   0.5683,   0.9932,  -0.0099
8580625000.0000,  12.2053,   0.5840,   0.9927,  -0.0051
8583250000.0000,  12.2240,   0.5899,   0.9946,  -0.0047
8585875000.0000,  12.2186,   0.5738,   0.9950,  -0.0010
8588500000.0000,  12.2093,   0.5914,   0.9946,   0.0040
8591125000.0000,  12.1995,   0.5725,   0.9941,  -0.0010
8593750000.0000,  12.2121,   0.5824,   0.9947,   0.0015
8596375000.0000,  12.2053,   0.5575,   0.9939,  -0.0086
8599000000.0000,  12.2042,   0.5711,   0.9968,   0.0028
8601625000.0000,  12.1979,   0.5609,   0.9942,  -0.0023
8604250000.0000,  12.1930,   0.5678,   0.9938,   0.0028
8606875000.0000,  12.1939,   0.5689,   0.9963,   0.0016
8609500000.0000,  12.1823,   0.5575,   0.9935,   0.0002
8612125000.0000,  12.1890,   0.5546,   0.9971,   0.0001
8614750000.0000,  12.1821,   0.5791,   0.9935,   0.0064
8617375000.0000,  12.1876,   0.5501,   0.9937,  -0.0054
8620000000.0000,  12.1873,   0.5533,   0.9981,   0.0022
8622625000.0000,  12.1753,   0.5480,   0.9949,  -0.0013
8625250000.0000,  12.1857,   0.5496,   0.9932,   0.0011
8627875000.0000,  12.1725,   0.5448,   0.9942,   0.0006
8630500000.0000,  12.1794,   0.5363,   0.9957,  -0.0017
8633125000.0000,  12.1797,   0.5444,   0.9900,   0.0033
8635750000.0000,  12.1660,   0.5384,   0.9952,   0.0002
8638375000.0000,  12.1886,   0.5285,   0.9953,  -0.0034
8641000000.0000,  12.1710,   0.5267,   0.9925,  -0.0007
8643625000.0000,  12.1681,   0.5417,   0.9913,   0.0074
8646250000.0000,  12.1684,   0.5344,   0.9923,   0.0030
8648875000.0000,  12.1656,   0.5383,   0.9979,   0.0043
8651500000.0000,  12.1665,   0.5299,   0.9953,   0.0015
8654125000.0000,  12.1750,   0.5244,   0.9928,  -0.0022
8656750000.0000,  12.1688,   0.5262,   0.9942,  -0.0002
8659375000.0000,  12.1773,   0.5197,   0.9924,  -0.0023
8662000000.0000,  12.1643,   0.5203,   0.9948,  -0.0014
8664625000.0000,  12.1705,   0.5173,   0.9917,  -0.0005
8667250000.0000,  12.1757,   0.5243,   0.9908,   0.0008
8669875000.0000,  12.1710,   0.5193,   0.9923,   0.0022
8672500000.0000,  12.1650,   0.5115,   0.9920,  -0.0032
8675125000.0000,  12.1636,   0.5125,   0.9960,  -0.0025
8677750000.0000,  12.1683,   0.5080,   0.9915,  -0.0019
8680375000.0000,  12.1651,   0.5023,   0.9920,   0.0000
8683000000.0000,  12.1610,   0.4961,   0.9902,  -0.0030
8685625000.0000,  12.1602,   0.5035,   0.9930,  -0.0013
8688250000.0000,  12.1653,   0.5065,   0.9916,   0.0025
8690875000.0000,  12.1647,   0.5012,   0.9952,   0.0009
8693500000.0000,  12.1701,   0.4934,   0.9945,  -0.0057
8696125000.0000,  12.1611,   0.4948,   0.9933,   0.0004
8698750000.0000,  12.1719,   0.4875,   0.9920,  -0.0032
8701375000.0000,  12.1544,   0.4911,   0.9953,   0.0001
8704000000.0000,  12.1792,   0.4744,   0.9940,  -0.0063
8706625000.0000,  12.1673,   0.4754,   0.9934,  -0.0021
8709250000.0000,  12.1665,   0.4744,   0.9911,  -0.0015
8711875000.0000,  12.1647,   0.4721,   0.9908,  -0.0047
8714500000.0000,  12.1642,   0.4759,   0.9964,  -0.0027
8717125000.0000,  12.1711,   0.4786,   0.9967,   0.0020
8719750000.0000,  12.1766,   0.4766,   0.9949,  -0.0007
8722375000.0000,  12.1624,   0.4713,   0.9943,   0.0009
8725000000.0000,  12.1645,   0.4768,   0.9966,   0.0017
8727625000.0000,  12.1489,   0.4767,   0.9957,   0.0067
8730250000.0000,  12.1700,   0.4599,   0.9942,  -0.0032
8732875000.0000,  12.1718,   0.4723,   0.9971,   0.0021
8735500000.0000,  12.1601,   0.4677,   0.9974,   0.0016
8738125000.0000,  12.1796,   0.4823,   0.9994,   0.0081
8740750000.0000,  12.1661,   0.4539,   0.9957,   0.0003
8743375000.0000,  12.1805,   0.4649,   0.9961,   0.0007
8746000000.0000,  12.1600,   0.4706,   0.9963,   0.0055
8748625000.0000,  12.1754,   0.4638,   0.9993,   0.0046
8751250000.0000,  12.1729,   0.4555,   0.9944,   0.0005
8753875000.0000,  12.1817,   0.4694,   0.9932,   0.0051
8756500000.0000,  12.1676,   0.4589,   0.9934,   0.0049
8759125000.0000,  12.1754,   0.4601,   0.9950,   0.0036
8761750000.0000,  12.1746,   0.4636,   0.9950,   0.0057
8764375000.0000,  12.1703,   0.4479,   0.9946,   0.0044
8767000000.0000,  12.1804,   0.4577,   0.9935,   0.0039
8769625000.0000,  12.1779,   0.4609,   0.9948,   0.0042
8772250000.0000,  12.1799,   0.4517,   0.9916,   0.0044
8774875000.0000,  12.1730,   0.4402,   0.9923,  -0.0000
8777500000.0000,  12.1726,   0.4474,   0.9927,   0.0011
8780125000.0000,  12.1781,   0.4448,   0.9940,   0.0003
8782750000.0000,  12.1680,   0.4567,   0.9942,   0.0043
8785375000.0000,  12.1890,   0.4581,   0.9886,   0.0028
8788000000.0000,  12.1815,   0.4393,   0.9910,   0.0029
8790625000.0000,  12.1774,   0.4632,   0.9907,   0.0069
8793250000.0000,  12.1731,   0.4417,   0.9922,  -0.0007
8795875000.0000,  12.1833,   0.4503,   0.9928,   0.0068
8798500000.0000,  12.1813,   0.4431,   0.9883,   0.0026
8801125000.0000,  12.1764,   0.4362,   0.9892,   0.0027
8803750000.0000,  12.1760,   0.4610,   0.9901,   0.0071
8806375000.0000,  12.1823,   0.4398,   0.9925,  -0.0023
8809000000.0000,  12.1795,   0.4593,   0.9890,   0.0067
8811625000.0000,  12.1803,   0.4393,   0.9915,  -0.0016
8814250000.0000,  12.1792,   0.4496,   0.9909,  -0.0005
8816875000.0000,  12.1810,   0.4401,   0.9899,   0.0022
8819500000.0000,  12.1881,   0.4514,   0.9929,   0.0024
8822125000.0000,  12.1743,   0.4428,   0.9914,   0.0041
8824750000.0000,  12.1841,   0.4563,   0.9914,   0.0045
8827375000.0000,  12.1909,   0.4521,   0.9920,   0.0055
8830000000.0000,  12.1773,   0.4398,   0.9926,   0.0035
8832625000.0000,  12.1750,   0.4450,   0.9933,   0.0030
8835250000.0000,  12.1832,   0.4405,   0.9943,  -0.0012
8837875000.0000,  12.1814,   0.4475,   0.9938,   0.0016
8840500000.0000,  12.1760,   0.4381,   0.9946,   0.0054
8843125000.0000,  12.1678,   0.4353,   0.9935,  -0.0025
8845750000.0000,  12.1827,   0.4374,   0.9898,   0.0011
8848375000.0000,  12.1732,   0.4418,   0.9944,   0.0052
8851000000.0000,  12.1818,   0.4412,   0.9958,   0.0035
8853625000.0000,  12.1781,   0.4368,   0.9939,  -0.0003
8856250000.0000,  12.1837,   0.4185,   0.9973,  -0.0026
8858875000.0000,  12.1809,   0.4379,   0.9945,   0.0039
8861500000.0000,  12.1657,   0.4269,   0.9920,  -0.0005
8864125000.0000,  12.1607,   0.4426,   0.9955,   0.0060
8866750000.0000,  12.1748,   0.4355,   0.9973,   0.0044
8869375000.0000,  12.1916,   0.4287,   0.9960,   0.0029
8872000000.0000,  12.1787,   0.4285,   0.9988,   0.0037
8874625000.0000,  12.1976,   0.4306,   0.9979,   0.0031
8877250000.0000,  12.1913,   0.4354,   0.9956,   0.0039
8879875000.0000,  12.1860,   0.4381,   0.9958,   0.0062
8882500000.0000,  12.1728,   0.4173,   0.9973,   0.0047
8885125000.0000,  12.1814,   0.4248,   0.9992,   0.0041
8887750000.0000,  12.1889,   0.4221,   0.9971,   0.0067
8890375000.0000,  12.1847,   0.4269,   0.9965,   0.0071
8893000000.0000,  12.1976,   0.4168,   0.9974,   0.0003
8895625000.0000,  12.1890,   0.4171,   0.9990,   0.0047
8898250000.0000,  12.1972,   0.4339,   0.9964,   0.0061
8900875000.0000,  12.1873,   0.4145,   1.0002,   0.0009
8903500000.0000,  12.1939,   0.4317,   0.9955,   0.0112
8906125000.0000,  12.2103,   0.4209,   0.9941,   0.0007
8908750000.0000,  12.2029,   0.4234,   0.9944,   0.0045
8911375000.0000,  12.1856,   0.4124,   0.9975,   0.0047
8914000000.0000,  12.2004,   0.4259,   0.9973,   0.0038
8916625000.0000,  12.2064,   0.4233,   0.9927,   0.0033
8919250000.0000,  12.1910,   0.4179,   0.9960,   0.0030
8921875000.0000,  12.2140,   0.4336,   0.9922,   0.0040
8924500000.0000,  12.2008,   0.4264,   0.9937,   0.0047
8927125000.0000,  12.1924,   0.4280,   0.9928,   0.0042
8929750000.0000,  12.1981,   0.4235,   0.9939,   0.0002
8932375000.0000,  12.2054,   0.4234,   0.9943,   0.0029
8935000000.0000,  12.1988,   0.4254,   0.9922,   0.0013
8937625000.0000,  12.2043,   0.4322,   0.9900,   0.0047
8940250000.0000,  12.2155,   0.4265,   0.9938,   0.0028
8942875000.0000,  12.2023,   0.4398,   0.9951,   0.0053
8945500000.0000,  12.2025,   0.4298,   0.9928,   0.0023
8948125000.0000,  12.2020,   0.4239,   0.9927,   0.0047
8950750000.0000,  12.1995,   0.4223,   0.9889,   0.0002
8953375000.0000,  12.2090,   0.4283,   0.9922,   0.0022
8956000000.0000,  12.2050,   0.4220,   0.9914,   0.0034
8958625000.0000,  12.2082,   0.4402,   0.9937,   0.0053
8961250000.0000,  12.1849,   0.4280,   0.9919,   0.0018
8963875000.0000,  12.1945,   0.4207,   0.9875,  -0.0027
8966500000.0000,  12.1874,   0.4262,   0.9916,   0.0013
8969125000.0000,  12.1965,   0.4199,   0.9889,   0.0008
8971750000.0000,  12.1881,   0.4149,   0.9919,   0.0014
8974375000.0000,  12.1817,   0.4168,   0.9924,   0.0031
8977000000.0000,  12.1974,   0.4069,   0.9914,   0.0013
8979625000.0000,  12.1849,   0.4180,   0.9919,   0.0023
8982250000.0000,  12.2023,   0.4182,   0.9918,   0.0048
8984875000.0000,  12.1912,   0.4190,   0.9924,   0.0052
8987500000.0000,  12.1956,   0.4250,   0.9945,   0.0073
8990125000.0000,  12.1834,   0.4129,   0.9916,   0.0053
8992750000.0000,  12.1786,   0.4230,   0.9931,   0.0061
8995375000.0000,  12.1864,   0.4133,   0.9918,   0.0038
8998000000.0000,  12.1865,   0.4211,   0.9938,   0.0081
9000625000.0000,  12.1877,   0.4244,   0.9956,   0.0104
9003250000.0000,  12.1823,   0.4215,   0.9931,   0.0080
9005875000.0000,  12.1921,   0.4127,   0.9940,   0.0066
9008500000.0000,  12.1905,   0.4072,   0.9955,   0.0030
9011125000.0000,  12.1842,   0.4119,   0.9907,   0.0101
9013750000.0000,  12.1953,   0.4344,   0.9944,   0.0130
9016375000.0000,  12.1827,   0.4222,   0.9935,   0.0091
9019000000.0000,  12.1875,   0.4134,   0.9926,   0.0065
9021625000.0000,  12.1972,   0.4219,   0.9948,   0.0160
9024250000.0000,  12.2070,   0.4143,   0.9927,   0.0086
9026875000.0000,  12.1775,   0.4113,   0.9933,   0.0055
9029500000.0000,  12.2032,   0.4155,   0.9918,   0.0055
9032125000.0000,  12.1875,   0.4198,   0.9956,   0.0101
9034750000.0000,  12.1922,   0.4184,   0.9948,   0.0101
9037375000.0000,  12.2035,   0.4263,   0.9897,   0.0066
9040000000.0000,  12.2059,   0.4175,   0.9915,   0.0077
9042625000.0000,  12.1874,   0.4181,   0.9914,   0.0065
9045250000.0000,  12.1944,   0.4275,   0.9964,   0.0081
9047875000.0000,  12.2027,   0.4178,   0.9935,   0.0072
9050500000.0000,  12.1855,   0.4245,   0.9973,   0.0082
9053125000.0000,  12.2045,   0.4219,   0.9923,   0.0066
9055750000.0000,  12.1890,   0.4326,   0.9933,   0.0092
9058375000.0000,  12.2062,   0.4378,   0.9946,   0.0095
9061000000.0000,  12.1974,   0.4250,   0.9922,   0.0031
9063625000.0000,  12.2027,   0.4123,   0.9934,   0.0021
9066250000.0000,  12.1991,   0.4161,   0.9926,   0.0049
9068875000.0000,  12.2057,   0.4265,   0.9919,   0.0046
9071500000.0000,  12.2070,   0.4259,   0.9925,   0.0056
9074125000.0000,  12.2066,   0.4296,   0.9918,   0.0057
9076750000.0000,  12.2026,   0.4347,   0.9916,   0.0084
9079375000.0000,  12.2026,   0.4203,   0.9934,   0.0053
9082000000.0000,  12.2067,   0.4208,   0.9912,   0.0040
9084625000.0000,  12.2027,   0.4152,   0.9926,   0.0007
9087250000.0000,  12.2232,   0.4088,   0.9934,   0.0009
9089875000.0000,  12.2157,   0.4339,   0.9907,   0.0082
9092500000.0000,  12.2114,   0.4196,   0.9934,   0.0032
9095125000.0000,  12.2086,   0.4279,   0.9951,   0.0072
9097750000.0000,  12.2011,   0.4194,   0.9927,   0.0045
9100375000.0000,  12.2075,   0.4303,   0.9928,   0.0034
9103000000.0000,  12.2072,   0.4351,   0.9953,   0.0076
9105625000.0000,  12.2075,   0.4292,   0.9936,   0.0057
9108250000.0000,  12.2092,   0.4226,   0.9930,   0.0012
9110875000.0000,  12.2079,   0.4246,   0.9943,   0.0029
9113500000.0000,  12.1959,   0.4312,   0.9945,   0.0073
9116125000.0000,  12.2111,   0.4186,   0.9922,   0.0012
9118750000.0000,  12.2109,   0.4211,   0.9973,   0.0033
9121375000.0000,  12.2142,   0.4274,   0.9914,   0.0050
9124000000.0000,  12.2120,   0.4302,   0.9912,   0.0057
9126625000.0000,  12.2045,   0.4191,   0.9922,   0.0031
9129250000.0000,  12.2036,   0.4294,   0.9909,   0.0081
9131875000.0000,  12.2142,   0.4114,   0.9929,  -0.0015
9134500000.0000,  12.1897,   0.4405,   0.9933,   0.0108
9137125000.0000,  12.2002,   0.4257,   0.9924,   0.0027
9139750000.0000,  12.1973,   0.4213,   0.9933,   0.0074
9142375000.0000,  12.2092,   0.4189,   0.9923,   0.0050
9145000000.0000,  12.1930,   0.4304,   0.9924,   0.0112
9147625000.0000,  12.2056,   0.4203,   0.9947,   0.0048
9150250000.0000,  12.2096,   0.4191,   0.9927,   0.0050
9152875000.0000,  12.1952,   0.4225,   0.9945,   0.0105
9155500000.0000,  12.2104,   0.4263,   0.9934,   0.0062
9158125000.0000,  12.1855,   0.4206,   0.9943,   0.0066
9160750000.0000,  12.1952,   0.4178,   0.9937,   0.0027
9163375000.0000,  12.2156,   0.4134,   0.9910,   0.0038
9166000000.0000,  12.2157,   0.4149,   0.9932,   0.0031
9168625000.0000,  12.2113,   0.4137,   0.9919,   0.0027
9171250000.0000,  12.2051,   0.4227,   0.9930,   0.0041
9173875000.0000,  12.2064,   0.4095,   0.9944,   0.0009
9176500000.0000,  12.2201,   0.4131,   0.9909,   0.0022
9179125000.0000,  12.1990,   0.4190,   0.9959,  -0.0008
9181750000.0000,  12.2166,   0.4227,   0.9932,   0.0047
9184375000.0000,  12.2211,   0.4185,   0.9923,   0.0063
9187000000.0000,  12.2092,   0.4162,   0.9936,   0.0024
9189625000.0000,  12.2157,   0.4200,   0.9957,   0.0033
9192250000.0000,  12.2247,   0.4194,   0.9913,   0.0069
9194875000.0000,  12.2160,   0.4350,   0.9915,   0.0054
9197500000.0000,  12.2149,   0.4272,   0.9946,   0.0053
9200125000.0000,  12.2155,   0.4248,   0.9975,   0.0055
9202750000.0000,  12.2105,   0.4167,   0.9921,   0.0034
9205375000.0000,  12.2264,   0.4285,   0.9913,   0.0067
9208000000.0000,  12.2198,   0.4282,   0.9943,   0.0073
9210625000.0000,  12.2256,   0.4164,   0.9940,   0.0015
9213250000.0000,  12.2101,   0.4308,   0.9937,   0.0060
9215875000.0000,  12.2057,   0.4216,   0.9926,   0.0014
9218500000.0000,  12.2199,   0.4306,   0.9943,   0.0053
9221125000.0000,  12.2133,   0.4303,   0.9962,   0.0038
9223750000.0000,  12.2168,   0.4249,   0.9933,   0.0052
9226375000.0000,  12.2188,   0.4221,   0.9920,  -0.0000
9229000000.0000,  12.2144,   0.4181,   0.9926,   0.0020
9231625000.0000,  12.2203,   0.4266,   0.9947,   0.0001
9234250000.0000,  12.2112,   0.4294,   0.9978,   0.0049
9236875000.0000,  12.2033,   0.4349,   0.9941,   0.0055
9239500000.0000,  12.2011,   0.4323,   0.9953,   0.0046
9242125000.0000,  12.2067,   0.4334,   0.9933,   0.0062
9244750000.0000,  12.2168,   0.4296,   0.9935,   0.0018
9247375000.0000,  12.1902,   0.4360,   0.9925,   0.0091
9250000000.0000,  12.2079,   0.4322,   0.9947,   0.0052
9252625000.0000,  12.2034,   0.4227,   0.9943,   0.0048
9255250000.0000,  12.2091,   0.4261,   0.9932,   0.0029
9257875000.0000,  12.2045,   0.4400,   0.9951,   0.0052
9260500000.0000,  12.2023,   0.4345,   0.9913,   0.0047
9263125000.0000,  12.2166,   0.4270,   0.9932,   0.0074
9265750000.0000,  12.1992,   0.4295,   0.9929,   0.0053
9268375000.0000,  12.2006,   0.4283,   0.9948,   0.0079
9271000000.0000,  12.2011,   0.4304,   0.9928,   0.0045
9273625000.0000,  12.2063,   0.4208,   0.9941,   0.0055
9276250000.0000,  12.1883,   0.4306,   0.9928,   0.0082
9278875000.0000,  12.2025,   0.4212,   0.9941,   0.0015
9281500000.0000,  12.2015,   0.4208,   0.9938,   0.0026
9284125000.0000,  12.2007,   0.4176,   0.9938,   0.0026
9286750000.0000,  12.2034,   0.4353,   0.9951,   0.0069
9289375000.0000,  12.1995,   0.4265,   0.9934,   0.0040
9292000000.0000,  12.2141,   0.4432,   0.9959,   0.0082
9294625000.0000,  12.2038,   0.4266,   0.9962,   0.0047
9297250000.0000,  12.1958,   0.4309,   0.9953,   0.0067
9299875000.0000,  12.2056,   0.4326,   0.9962,   0.0100
9302500000.0000,  12.1964,   0.4502,   0.9946,   0.0108
9305125000.0000,  12.1946,   0.4400,   0.9953,   0.0101
9307750000.0000,  12.2184,   0.4416,   0.9944,   0.0087
9310375000.0000,  12.2128,   0.4400,   0.9929,   0.0051
9313000000.0000,  12.2008,   0.4490,   0.9979,   0.0085
