85071 Material Measurement Software E07.01.08
Agilent Technologies,N5230C,MY49001460,A.09.20.08
Title:,Title
Sub Title:,SubTitle
Date:,"Wednesday, April 27, 2016 15:27:58"

frequency,e',e'',u',u''
8564875000.0000,  25.2177,   2.8777,   1.0391,  -0.0071
8567500000.0000,  25.2255,   2.8327,   1.0408,  -0.0085
8570125000.0000,  25.1717,   2.8712,   1.0397,  -0.0076
8572750000.0000,  25.1531,   2.8810,   1.0403,  -0.0036
8575375000.0000,  25.2037,   2.8875,   1.0431,  -0.0046
8578000000.0000,  25.1653,   2.9363,   1.0410,  -0.0029
8580625000.0000,  25.1307,   2.9010,   1.0413,  -0.0081
8583250000.0000,  25.1593,   2.9606,   1.0429,  -0.0057
8585875000.0000,  25.1565,   2.9095,   1.0417,  -0.0067
8588500000.0000,  25.0965,   2.9260,   1.0391,  -0.0061
8591125000.0000,  25.1103,   2.9403,   1.0425,  -0.0060
8593750000.0000,  25.1477,   2.9613,   1.0424,  -0.0066
8596375000.0000,  25.1201,   2.9340,   1.0420,  -0.0056
8599000000.0000,  25.1075,   2.9858,   1.0433,  -0.0038
8601625000.0000,  25.0486,   3.0120,   1.0413,  -0.0025
8604250000.0000,  25.0365,   3.0264,   1.0425,   0.0005
8606875000.0000,  25.0577,   2.9663,   1.0428,  -0.0076
8609500000.0000,  25.0156,   3.0205,   1.0417,  -0.0023
8612125000.0000,  25.0483,   3.0197,   1.0427,  -0.0044
8614750000.0000,  25.0251,   3.0587,   1.0443,  -0.0048
8617375000.0000,  25.0118,   3.0524,   1.0404,  -0.0057
8620000000.0000,  25.0533,   3.0388,   1.0445,  -0.0051
8622625000.0000,  24.9906,   3.0944,   1.0441,  -0.0034
8625250000.0000,  25.0341,   3.0699,   1.0434,  -0.0051
8627875000.0000,  24.9870,   3.0590,   1.0430,  -0.0056
8630500000.0000,  24.9405,   3.0857,   1.0419,  -0.0047
8633125000.0000,  24.9802,   3.0785,   1.0411,  -0.0042
8635750000.0000,  24.9343,   3.0636,   1.0435,  -0.0077
8638375000.0000,  24.9521,   3.0910,   1.0420,  -0.0061
8641000000.0000,  24.9346,   3.1118,   1.0426,  -0.0049
8643625000.0000,  24.8965,   3.1443,   1.0427,  -0.0014
8646250000.0000,  24.9116,   3.1043,   1.0415,  -0.0079
8648875000.0000,  24.8687,   3.1616,   1.0448,  -0.0032
8651500000.0000,  24.8438,   3.1550,   1.0430,  -0.0043
8654125000.0000,  24.8605,   3.1391,   1.0425,  -0.0068
8656750000.0000,  24.8139,   3.1513,   1.0427,  -0.0038
8659375000.0000,  24.8666,   3.1768,   1.0430,  -0.0079
8662000000.0000,  24.8027,   3.1434,   1.0429,  -0.0085
8664625000.0000,  24.8481,   3.1665,   1.0444,  -0.0079
8667250000.0000,  24.8293,   3.1807,   1.0437,  -0.0091
8669875000.0000,  24.7883,   3.2354,   1.0460,  -0.0026
8672500000.0000,  24.7575,   3.1932,   1.0436,  -0.0075
8675125000.0000,  24.7489,   3.2025,   1.0471,  -0.0066
8677750000.0000,  24.7526,   3.1970,   1.0445,  -0.0057
8680375000.0000,  24.7329,   3.1953,   1.0451,  -0.0071
8683000000.0000,  24.7086,   3.2222,   1.0440,  -0.0070
8685625000.0000,  24.6741,   3.2255,   1.0458,  -0.0058
8688250000.0000,  24.6842,   3.2331,   1.0458,  -0.0064
8690875000.0000,  24.6469,   3.2434,   1.0461,  -0.0045
8693500000.0000,  24.6790,   3.2695,   1.0470,  -0.0070
8696125000.0000,  24.6502,   3.2505,   1.0465,  -0.0069
8698750000.0000,  24.6509,   3.2272,   1.0458,  -0.0082
8701375000.0000,  24.5940,   3.2759,   1.0483,  -0.0041
8704000000.0000,  24.6549,   3.2030,   1.0481,  -0.0119
8706625000.0000,  24.5767,   3.2847,   1.0475,  -0.0033
8709250000.0000,  24.5588,   3.2358,   1.0459,  -0.0049
8711875000.0000,  24.5869,   3.2302,   1.0488,  -0.0103
8714500000.0000,  24.5579,   3.2267,   1.0501,  -0.0097
8717125000.0000,  24.5620,   3.2671,   1.0488,  -0.0059
8719750000.0000,  24.5350,   3.2342,   1.0475,  -0.0059
8722375000.0000,  24.5185,   3.2560,   1.0501,  -0.0073
8725000000.0000,  24.4946,   3.3273,   1.0531,  -0.0040
8727625000.0000,  24.4499,   3.2428,   1.0502,  -0.0079
8730250000.0000,  24.4559,   3.2615,   1.0485,  -0.0059
8732875000.0000,  24.4518,   3.3015,   1.0507,  -0.0037
8735500000.0000,  24.4094,   3.3196,   1.0534,  -0.0024
8738125000.0000,  24.4148,   3.3620,   1.0517,  -0.0000
8740750000.0000,  24.3915,   3.2567,   1.0517,  -0.0055
8743375000.0000,  24.3911,   3.3324,   1.0523,  -0.0014
8746000000.0000,  24.3465,   3.3168,   1.0509,  -0.0026
8748625000.0000,  24.3380,   3.3188,   1.0529,  -0.0017
8751250000.0000,  24.3403,   3.2296,   1.0499,  -0.0081
8753875000.0000,  24.3517,   3.2762,   1.0509,  -0.0060
8756500000.0000,  24.3177,   3.2362,   1.0510,  -0.0069
8759125000.0000,  24.2859,   3.3070,   1.0521,  -0.0036
8761750000.0000,  24.2711,   3.3063,   1.0511,  -0.0028
8764375000.0000,  24.2556,   3.2517,   1.0504,  -0.0043
8767000000.0000,  24.2464,   3.2626,   1.0489,  -0.0037
8769625000.0000,  24.2392,   3.3082,   1.0506,  -0.0008
8772250000.0000,  24.2198,   3.2377,   1.0489,  -0.0043
8774875000.0000,  24.2195,   3.2127,   1.0515,  -0.0076
8777500000.0000,  24.1792,   3.2360,   1.0518,  -0.0059
8780125000.0000,  24.1985,   3.2486,   1.0531,  -0.0065
8782750000.0000,  24.1226,   3.2558,   1.0510,  -0.0044
8785375000.0000,  24.1652,   3.2370,   1.0499,  -0.0081
8788000000.0000,  24.1310,   3.2411,   1.0503,  -0.0025
8790625000.0000,  24.0963,   3.2289,   1.0506,  -0.0049
8793250000.0000,  24.0974,   3.2126,   1.0515,  -0.0060
8795875000.0000,  24.0985,   3.2644,   1.0519,  -0.0032
8798500000.0000,  24.0644,   3.2061,   1.0495,  -0.0056
8801125000.0000,  24.0287,   3.2318,   1.0476,  -0.0016
8803750000.0000,  24.0023,   3.2707,   1.0514,   0.0003
8806375000.0000,  24.0463,   3.1608,   1.0522,  -0.0078
8809000000.0000,  24.0158,   3.1993,   1.0510,  -0.0055
8811625000.0000,  23.9844,   3.2033,   1.0521,  -0.0050
8814250000.0000,  23.9850,   3.2072,   1.0524,  -0.0066
8816875000.0000,  23.9846,   3.1926,   1.0530,  -0.0056
8819500000.0000,  23.9726,   3.2033,   1.0524,  -0.0046
8822125000.0000,  23.9503,   3.1646,   1.0547,  -0.0056
8824750000.0000,  23.8917,   3.2571,   1.0525,  -0.0015
8827375000.0000,  23.9274,   3.2041,   1.0524,  -0.0019
8830000000.0000,  23.9197,   3.1283,   1.0549,  -0.0053
8832625000.0000,  23.8627,   3.1444,   1.0528,  -0.0048
8835250000.0000,  23.8657,   3.1896,   1.0537,  -0.0010
8837875000.0000,  23.8877,   3.1073,   1.0537,  -0.0079
8840500000.0000,  23.8166,   3.1819,   1.0556,   0.0006
8843125000.0000,  23.8145,   3.1313,   1.0556,  -0.0040
8845750000.0000,  23.8905,   3.1183,   1.0550,  -0.0035
8848375000.0000,  23.7972,   3.1354,   1.0566,  -0.0014
8851000000.0000,  23.8139,   3.1061,   1.0579,  -0.0042
8853625000.0000,  23.7917,   3.0969,   1.0568,  -0.0048
8856250000.0000,  23.7751,   3.0894,   1.0582,  -0.0026
8858875000.0000,  23.7662,   3.0360,   1.0555,  -0.0039
8861500000.0000,  23.7199,   3.0504,   1.0561,  -0.0024
8864125000.0000,  23.7145,   3.0841,   1.0589,  -0.0004
8866750000.0000,  23.7253,   3.0827,   1.0604,   0.0001
8869375000.0000,  23.7958,   3.0133,   1.0580,  -0.0040
8872000000.0000,  23.7434,   3.0915,   1.0623,   0.0026
8874625000.0000,  23.7577,   2.9924,   1.0586,  -0.0042
8877250000.0000,  23.7241,   3.0477,   1.0598,  -0.0008
8879875000.0000,  23.7368,   2.9794,   1.0598,  -0.0053
8882500000.0000,  23.6737,   2.9428,   1.0591,  -0.0024
8885125000.0000,  23.6990,   2.9375,   1.0604,  -0.0036
8887750000.0000,  23.6786,   2.9965,   1.0592,   0.0032
8890375000.0000,  23.6882,   2.9513,   1.0601,  -0.0023
8893000000.0000,  23.6719,   3.0129,   1.0603,   0.0035
8895625000.0000,  23.6547,   2.9408,   1.0600,  -0.0000
8898250000.0000,  23.6616,   2.9761,   1.0597,   0.0008
8900875000.0000,  23.6471,   2.9405,   1.0623,   0.0006
8903500000.0000,  23.6756,   2.8994,   1.0606,  -0.0009
8906125000.0000,  23.6917,   2.9063,   1.0580,  -0.0021
8908750000.0000,  23.6683,   2.8957,   1.0603,  -0.0028
8911375000.0000,  23.5950,   2.8951,   1.0612,   0.0015
8914000000.0000,  23.6243,   2.9027,   1.0608,   0.0008
8916625000.0000,  23.6547,   2.8727,   1.0588,  -0.0015
8919250000.0000,  23.6041,   2.8382,   1.0597,  -0.0021
8921875000.0000,  23.6348,   2.8698,   1.0573,  -0.0012
8924500000.0000,  23.5960,   2.8585,   1.0587,  -0.0004
8927125000.0000,  23.5714,   2.8404,   1.0577,  -0.0006
8929750000.0000,  23.5982,   2.7900,   1.0594,  -0.0054
8932375000.0000,  23.5981,   2.8168,   1.0571,  -0.0006
8935000000.0000,  23.5646,   2.8377,   1.0592,  -0.0002
8937625000.0000,  23.5729,   2.8528,   1.0587,   0.0008
8940250000.0000,  23.5939,   2.8116,   1.0581,  -0.0020
8942875000.0000,  23.5515,   2.8198,   1.0599,   0.0016
8945500000.0000,  23.5549,   2.8033,   1.0596,  -0.0019
8948125000.0000,  23.4908,   2.7903,   1.0569,   0.0029
8950750000.0000,  23.5590,   2.7440,   1.0580,  -0.0023
8953375000.0000,  23.5115,   2.7723,   1.0569,   0.0002
8956000000.0000,  23.5394,   2.7488,   1.0585,   0.0004
8958625000.0000,  23.5117,   2.8186,   1.0598,   0.0024
8961250000.0000,  23.4645,   2.7583,   1.0592,   0.0030
8963875000.0000,  23.4894,   2.6761,   1.0559,  -0.0023
8966500000.0000,  23.4463,   2.7281,   1.0586,   0.0020
8969125000.0000,  23.4698,   2.7245,   1.0589,   0.0009
8971750000.0000,  23.4378,   2.7028,   1.0596,   0.0033
8974375000.0000,  23.3959,   2.6345,   1.0584,   0.0007
8977000000.0000,  23.4575,   2.6251,   1.0575,  -0.0024
8979625000.0000,  23.4222,   2.6294,   1.0599,   0.0003
8982250000.0000,  23.4692,   2.6329,   1.0601,   0.0005
8984875000.0000,  23.4292,   2.6746,   1.0602,   0.0051
8987500000.0000,  23.4247,   2.6583,   1.0614,   0.0039
8990125000.0000,  23.4162,   2.6233,   1.0593,   0.0050
8992750000.0000,  23.3992,   2.6542,   1.0621,   0.0058
8995375000.0000,  23.4315,   2.5920,   1.0592,   0.0016
8998000000.0000,  23.3959,   2.6333,   1.0609,   0.0077
9000625000.0000,  23.3794,   2.6133,   1.0614,   0.0069
9003250000.0000,  23.3901,   2.6197,   1.0611,   0.0071
9005875000.0000,  23.4011,   2.5591,   1.0613,   0.0060
9008500000.0000,  23.4054,   2.5553,   1.0621,   0.0039
9011125000.0000,  23.4329,   2.5338,   1.0611,   0.0058
9013750000.0000,  23.3905,   2.6146,   1.0613,   0.0090
9016375000.0000,  23.3750,   2.5782,   1.0619,   0.0072
9019000000.0000,  23.4050,   2.5501,   1.0621,   0.0059
9021625000.0000,  23.4205,   2.5274,   1.0613,   0.0069
9024250000.0000,  23.4349,   2.4816,   1.0611,   0.0035
9026875000.0000,  23.3622,   2.5014,   1.0615,   0.0048
9029500000.0000,  23.4410,   2.5139,   1.0623,   0.0045
9032125000.0000,  23.3680,   2.5661,   1.0640,   0.0105
9034750000.0000,  23.3974,   2.4540,   1.0624,   0.0042
9037375000.0000,  23.4283,   2.4876,   1.0612,   0.0029
9040000000.0000,  23.3959,   2.5135,   1.0603,   0.0083
9042625000.0000,  23.4034,   2.4260,   1.0615,   0.0008
9045250000.0000,  23.3832,   2.5116,   1.0632,   0.0076
9047875000.0000,  23.4064,   2.4695,   1.0620,   0.0062
9050500000.0000,  23.3852,   2.4586,   1.0645,   0.0049
9053125000.0000,  23.4154,   2.4160,   1.0604,   0.0045
9055750000.0000,  23.3925,   2.4370,   1.0633,   0.0034
9058375000.0000,  23.4163,   2.4649,   1.0626,   0.0060
9061000000.0000,  23.4089,   2.4331,   1.0622,   0.0046
9063625000.0000,  23.4022,   2.4163,   1.0625,   0.0051
9066250000.0000,  23.3779,   2.3892,   1.0616,   0.0022
9068875000.0000,  23.4131,   2.4400,   1.0626,   0.0065
9071500000.0000,  23.4317,   2.3745,   1.0622,   0.0025
9074125000.0000,  23.4000,   2.3546,   1.0614,   0.0022
9076750000.0000,  23.4077,   2.3973,   1.0608,   0.0045
9079375000.0000,  23.4018,   2.3693,   1.0633,   0.0059
9082000000.0000,  23.4146,   2.3621,   1.0616,   0.0051
9084625000.0000,  23.3945,   2.3394,   1.0617,   0.0041
9087250000.0000,  23.4326,   2.3424,   1.0609,   0.0037
9089875000.0000,  23.4217,   2.4146,   1.0630,   0.0086
9092500000.0000,  23.4046,   2.3079,   1.0619,   0.0017
9095125000.0000,  23.4203,   2.3425,   1.0637,   0.0050
9097750000.0000,  23.3491,   2.3714,   1.0620,   0.0086
9100375000.0000,  23.3921,   2.3171,   1.0614,   0.0024
9103000000.0000,  23.4049,   2.3735,   1.0652,   0.0095
9105625000.0000,  23.3951,   2.3113,   1.0623,   0.0055
9108250000.0000,  23.4031,   2.2816,   1.0620,   0.0048
9110875000.0000,  23.4224,   2.2905,   1.0641,   0.0032
9113500000.0000,  23.4032,   2.3006,   1.0657,   0.0059
9116125000.0000,  23.4092,   2.2540,   1.0614,   0.0026
9118750000.0000,  23.4189,   2.2721,   1.0645,   0.0043
9121375000.0000,  23.4407,   2.2074,   1.0620,   0.0004
9124000000.0000,  23.3918,   2.3048,   1.0614,   0.0091
9126625000.0000,  23.4045,   2.2247,   1.0628,   0.0039
9129250000.0000,  23.4065,   2.2399,   1.0635,   0.0049
9131875000.0000,  23.4251,   2.1907,   1.0630,   0.0024
9134500000.0000,  23.3407,   2.3085,   1.0643,   0.0097
9137125000.0000,  23.4097,   2.2115,   1.0650,   0.0051
9139750000.0000,  23.3812,   2.2688,   1.0641,   0.0109
9142375000.0000,  23.4159,   2.2095,   1.0641,   0.0053
9145000000.0000,  23.3785,   2.2341,   1.0631,   0.0092
9147625000.0000,  23.3914,   2.2463,   1.0652,   0.0097
9150250000.0000,  23.4095,   2.2125,   1.0632,   0.0078
9152875000.0000,  23.3876,   2.2016,   1.0651,   0.0088
9155500000.0000,  23.4080,   2.2178,   1.0635,   0.0088
9158125000.0000,  23.3579,   2.2064,   1.0652,   0.0098
9160750000.0000,  23.3743,   2.1742,   1.0635,   0.0065
9163375000.0000,  23.4114,   2.1933,   1.0626,   0.0092
9166000000.0000,  23.4330,   2.1421,   1.0642,   0.0047
9168625000.0000,  23.4224,   2.1674,   1.0630,   0.0066
9171250000.0000,  23.3899,   2.1589,   1.0629,   0.0059
9173875000.0000,  23.4033,   2.1089,   1.0635,   0.0045
9176500000.0000,  23.4483,   2.1254,   1.0628,   0.0061
9179125000.0000,  23.4036,   2.1187,   1.0657,   0.0020
9181750000.0000,  23.4715,   2.1496,   1.0648,   0.0060
9184375000.0000,  23.4493,   2.0900,   1.0633,   0.0042
9187000000.0000,  23.4436,   2.1238,   1.0669,   0.0057
9189625000.0000,  23.4312,   2.1595,   1.0640,   0.0070
9192250000.0000,  23.4839,   2.1132,   1.0640,   0.0067
9194875000.0000,  23.4336,   2.1917,   1.0636,   0.0102
9197500000.0000,  23.4415,   2.1058,   1.0660,   0.0077
9200125000.0000,  23.4673,   2.1203,   1.0664,   0.0058
9202750000.0000,  23.4551,   2.0700,   1.0641,   0.0044
9205375000.0000,  23.4960,   2.0893,   1.0638,   0.0063
9208000000.0000,  23.4659,   2.0936,   1.0657,   0.0072
9210625000.0000,  23.4981,   2.1052,   1.0650,   0.0072
9213250000.0000,  23.4439,   2.1305,   1.0650,   0.0098
9215875000.0000,  23.4751,   2.0918,   1.0676,   0.0066
9218500000.0000,  23.4887,   2.0556,   1.0647,   0.0035
9221125000.0000,  23.4594,   2.1530,   1.0679,   0.0094
9223750000.0000,  23.4383,   2.0712,   1.0644,   0.0076
9226375000.0000,  23.4369,   2.1051,   1.0646,   0.0099
9229000000.0000,  23.4571,   2.0213,   1.0651,   0.0045
9231625000.0000,  23.4515,   2.1028,   1.0647,   0.0085
9234250000.0000,  23.4627,   2.0817,   1.0673,   0.0092
9236875000.0000,  23.4145,   2.0703,   1.0649,   0.0086
9239500000.0000,  23.4272,   2.0269,   1.0656,   0.0054
9242125000.0000,  23.4332,   2.0784,   1.0644,   0.0100
9244750000.0000,  23.4817,   2.0573,   1.0652,   0.0072
9247375000.0000,  23.4016,   2.0305,   1.0644,   0.0090
9250000000.0000,  23.4419,   2.0323,   1.0662,   0.0085
9252625000.0000,  23.4245,   1.9927,   1.0659,   0.0056
9255250000.0000,  23.4445,   2.0273,   1.0656,   0.0082
9257875000.0000,  23.4346,   2.0283,   1.0653,   0.0072
9260500000.0000,  23.4437,   1.9731,   1.0638,   0.0043
9263125000.0000,  23.4886,   1.9958,   1.0667,   0.0075
9265750000.0000,  23.4186,   2.0348,   1.0639,   0.0108
9268375000.0000,  23.4398,   1.9853,   1.0660,   0.0082
9271000000.0000,  23.4346,   1.9786,   1.0646,   0.0070
9273625000.0000,  23.4623,   1.9277,   1.0657,   0.0039
9276250000.0000,  23.4136,   2.0169,   1.0662,   0.0104
9278875000.0000,  23.4643,   1.9956,   1.0665,   0.0086
9281500000.0000,  23.4801,   1.9588,   1.0670,   0.0068
9284125000.0000,  23.4763,   1.9109,   1.0643,   0.0039
9286750000.0000,  23.4729,   1.9905,   1.0667,   0.0103
9289375000.0000,  23.4643,   1.9331,   1.0656,   0.0056
9292000000.0000,  23.4944,   2.0435,   1.0668,   0.0135
9294625000.0000,  23.4744,   1.9979,   1.0677,   0.0108
9297250000.0000,  23.4593,   1.9857,   1.0671,   0.0111
9299875000.0000,  23.5089,   1.9296,   1.0674,   0.0073
9302500000.0000,  23.4796,   1.9941,   1.0670,   0.0110
9305125000.0000,  23.4626,   1.9672,   1.0676,   0.0111
9307750000.0000,  23.5288,   1.9331,   1.0659,   0.0077
