Dataset Survey:15(A_Miguel_02_07_14)
Dwell Time (s)	0.100000
Number of sweeps	3
Kinetic Energy(eV)	Binding Energy(eV)	Intensity(cps)	Transmission Value
427.690000	1059.000000	4743.333333	4.312929
428.690000	1058.000000	4740.000000	4.313986
429.690000	1057.000000	4713.333333	4.315044
430.690000	1056.000000	4800.000000	4.316102
431.690000	1055.000000	4760.000000	4.317160
432.690000	1054.000000	4903.333333	4.318217
433.690000	1053.000000	4743.333333	4.319275
434.690000	1052.000000	4760.000000	4.320333
435.690000	1051.000000	4753.333333	4.321391
436.690000	1050.000000	4750.000000	4.322448
437.690000	1049.000000	4816.666667	4.323506
438.690000	1048.000000	4806.666667	4.324564
439.690000	1047.000000	4993.333333	4.325621
440.690000	1046.000000	4796.666667	4.326679
441.690000	1045.000000	4810.000000	4.327737
442.690000	1044.000000	4870.000000	4.328795
443.690000	1043.000000	4840.000000	4.329852
444.690000	1042.000000	4880.000000	4.330910
445.690000	1041.000000	4880.000000	4.331968
446.690000	1040.000000	4706.666667	4.333026
447.690000	1039.000000	4750.000000	4.334083
448.690000	1038.000000	4883.333333	4.335141
449.690000	1037.000000	4810.000000	4.336199
450.690000	1036.000000	4833.333333	4.337257
451.690000	1035.000000	4803.333333	4.338314
452.690000	1034.000000	4903.333333	4.339372
453.690000	1033.000000	4970.000000	4.340430
454.690000	1032.000000	4966.666667	4.341488
455.690000	1031.000000	4943.333333	4.342545
456.690000	1030.000000	4836.666667	4.343603
457.690000	1029.000000	4823.333333	4.344661
458.690000	1028.000000	4923.333333	4.345718
459.690000	1027.000000	5120.000000	4.346776
460.690000	1026.000000	4930.000000	4.347346
461.690000	1025.000000	4963.333333	4.347777
462.690000	1024.000000	5120.000000	4.348209
463.690000	1023.000000	5186.666667	4.348640
464.690000	1022.000000	5070.000000	4.349072
465.690000	1021.000000	4996.666667	4.349503
466.690000	1020.000000	5043.333333	4.349935
467.690000	1019.000000	4946.666667	4.350367
468.690000	1018.000000	5043.333333	4.350798
469.690000	1017.000000	5086.666667	4.351230
470.690000	1016.000000	5106.666667	4.351661
471.690000	1015.000000	5013.333333	4.352093
472.690000	1014.000000	5090.000000	4.352525
473.690000	1013.000000	4993.333333	4.352956
474.690000	1012.000000	4960.000000	4.353388
475.690000	1011.000000	4970.000000	4.353819
476.690000	1010.000000	5003.333333	4.354251
477.690000	1009.000000	5003.333333	4.354682
478.690000	1008.000000	4990.000000	4.355114
479.690000	1007.000000	5233.333333	4.355546
480.690000	1006.000000	5310.000000	4.355977
481.690000	1005.000000	5393.333333	4.356409
482.690000	1004.000000	5290.000000	4.356840
483.690000	1003.000000	5216.666667	4.357272
484.690000	1002.000000	5296.666667	4.357704
485.690000	1001.000000	5230.000000	4.358135
486.690000	1000.000000	5200.000000	4.358567
487.690000	999.000000	5103.333333	4.358998
488.690000	998.000000	5433.333333	4.359430
489.690000	997.000000	5166.666667	4.359861
490.690000	996.000000	5310.000000	4.360293
491.690000	995.000000	5353.333333	4.360725
492.690000	994.000000	5140.000000	4.361156
493.690000	993.000000	5240.000000	4.361588
494.690000	992.000000	5343.333333	4.362019
495.690000	991.000000	5283.333333	4.362451
496.690000	990.000000	5220.000000	4.362883
497.690000	989.000000	5163.333333	4.363314
498.690000	988.000000	5190.000000	4.363746
499.690000	987.000000	5063.333333	4.364177
500.690000	986.000000	5033.333333	4.364609
501.690000	985.000000	5076.666667	4.365040
502.690000	984.000000	5246.666667	4.365472
503.690000	983.000000	5183.333333	4.365904
504.690000	982.000000	5043.333333	4.366335
505.690000	981.000000	5353.333333	4.366767
506.690000	980.000000	5396.666667	4.367198
507.690000	979.000000	5430.000000	4.367630
508.690000	978.000000	5453.333333	4.368062
509.690000	977.000000	5456.666667	4.368493
510.690000	976.000000	5446.666667	4.368943
511.690000	975.000000	5393.333333	4.369399
512.690000	974.000000	5610.000000	4.369855
513.690000	973.000000	5300.000000	4.370310
514.690000	972.000000	5373.333333	4.370766
515.690000	971.000000	5366.666667	4.371222
516.690000	970.000000	5280.000000	4.371677
517.690000	969.000000	4976.666667	4.372133
518.690000	968.000000	4976.666667	4.372589
519.690000	967.000000	4996.666667	4.373044
520.690000	966.000000	4990.000000	4.373500
521.690000	965.000000	4996.666667	4.373955
522.690000	964.000000	4933.333333	4.374411
523.690000	963.000000	4623.333333	4.374867
524.690000	962.000000	4643.333333	4.375322
525.690000	961.000000	4663.333333	4.375778
526.690000	960.000000	4640.000000	4.376234
527.690000	959.000000	4616.666667	4.376689
528.690000	958.000000	4480.000000	4.377145
529.690000	957.000000	4680.000000	4.377600
530.690000	956.000000	4790.000000	4.378056
531.690000	955.000000	4653.333333	4.378512
532.690000	954.000000	4750.000000	4.378967
533.690000	953.000000	4813.333333	4.379423
534.690000	952.000000	4946.666667	4.379879
535.690000	951.000000	4776.666667	4.380334
536.690000	950.000000	4730.000000	4.380790
537.690000	949.000000	4593.333333	4.381246
538.690000	948.000000	4833.333333	4.381701
539.690000	947.000000	4733.333333	4.382157
540.690000	946.000000	4700.000000	4.382612
541.690000	945.000000	4823.333333	4.383068
542.690000	944.000000	4793.333333	4.383524
543.690000	943.000000	4870.000000	4.383979
544.690000	942.000000	4903.333333	4.384435
545.690000	941.000000	4963.333333	4.384891
546.690000	940.000000	4800.000000	4.385346
547.690000	939.000000	4703.333333	4.385802
548.690000	938.000000	4846.666667	4.386257
549.690000	937.000000	4703.333333	4.386713
550.690000	936.000000	4706.666667	4.387169
551.690000	935.000000	4763.333333	4.387624
552.690000	934.000000	4683.333333	4.388080
553.690000	933.000000	4806.666667	4.388536
554.690000	932.000000	4773.333333	4.388991
555.690000	931.000000	4776.666667	4.389447
556.690000	930.000000	4793.333333	4.389903
557.690000	929.000000	4933.333333	4.390358
558.690000	928.000000	4756.666667	4.390814
559.690000	927.000000	5023.333333	4.391269
560.690000	926.000000	4820.000000	4.390903
561.690000	925.000000	4893.333333	4.390306
562.690000	924.000000	4926.666667	4.389708
563.690000	923.000000	4816.666667	4.389110
564.690000	922.000000	4843.333333	4.388513
565.690000	921.000000	4773.333333	4.387915
566.690000	920.000000	4896.666667	4.387317
567.690000	919.000000	4803.333333	4.386719
568.690000	918.000000	4843.333333	4.386122
569.690000	917.000000	4950.000000	4.385524
570.690000	916.000000	5060.000000	4.384926
571.690000	915.000000	4763.333333	4.384329
572.690000	914.000000	4746.666667	4.383731
573.690000	913.000000	4860.000000	4.383133
574.690000	912.000000	4803.333333	4.382535
575.690000	911.000000	4826.666667	4.381938
576.690000	910.000000	5186.666667	4.381340
577.690000	909.000000	4966.666667	4.380742
578.690000	908.000000	5023.333333	4.380145
579.690000	907.000000	4920.000000	4.379547
580.690000	906.000000	4746.666667	4.378949
581.690000	905.000000	4966.666667	4.378351
582.690000	904.000000	5143.333333	4.377754
583.690000	903.000000	4993.333333	4.377156
584.690000	902.000000	5066.666667	4.376558
585.690000	901.000000	4876.666667	4.375961
586.690000	900.000000	4900.000000	4.375363
587.690000	899.000000	5056.666667	4.374765
588.690000	898.000000	5046.666667	4.374168
589.690000	897.000000	5113.333333	4.373570
590.690000	896.000000	5193.333333	4.372972
591.690000	895.000000	4903.333333	4.372374
592.690000	894.000000	4930.000000	4.371777
593.690000	893.000000	4920.000000	4.371179
594.690000	892.000000	5173.333333	4.370581
595.690000	891.000000	5160.000000	4.369984
596.690000	890.000000	4996.666667	4.369386
597.690000	889.000000	4883.333333	4.368788
598.690000	888.000000	5196.666667	4.368190
599.690000	887.000000	4836.666667	4.367593
600.690000	886.000000	5046.666667	4.366995
601.690000	885.000000	5020.000000	4.366397
602.690000	884.000000	4823.333333	4.365800
603.690000	883.000000	5090.000000	4.365202
604.690000	882.000000	5100.000000	4.364604
605.690000	881.000000	4933.333333	4.364006
606.690000	880.000000	5050.000000	4.363409
607.690000	879.000000	5010.000000	4.362811
608.690000	878.000000	5050.000000	4.362213
609.690000	877.000000	5073.333333	4.361616
610.690000	876.000000	5153.333333	4.361410
611.690000	875.000000	5236.666667	4.361315
612.690000	874.000000	5033.333333	4.361220
613.690000	873.000000	5170.000000	4.361125
614.690000	872.000000	5013.333333	4.361030
615.690000	871.000000	5096.666667	4.360935
616.690000	870.000000	5070.000000	4.360839
617.690000	869.000000	5143.333333	4.360744
618.690000	868.000000	5206.666667	4.360649
619.690000	867.000000	5220.000000	4.360554
620.690000	866.000000	5006.666667	4.360459
621.690000	865.000000	4973.333333	4.360364
622.690000	864.000000	5113.333333	4.360269
623.690000	863.000000	5216.666667	4.360174
624.690000	862.000000	5260.000000	4.360079
625.690000	861.000000	5230.000000	4.359984
626.690000	860.000000	5120.000000	4.359889
627.690000	859.000000	5106.666667	4.359794
628.690000	858.000000	5273.333333	4.359699
629.690000	857.000000	5403.333333	4.359604
630.690000	856.000000	5116.666667	4.359508
631.690000	855.000000	5086.666667	4.359413
632.690000	854.000000	5130.000000	4.359318
633.690000	853.000000	5346.666667	4.359223
634.690000	852.000000	5303.333333	4.359128
635.690000	851.000000	5256.666667	4.359033
636.690000	850.000000	5043.333333	4.358938
637.690000	849.000000	5070.000000	4.358843
638.690000	848.000000	5153.333333	4.358748
639.690000	847.000000	5306.666667	4.358653
640.690000	846.000000	5363.333333	4.358558
641.690000	845.000000	5180.000000	4.358463
642.690000	844.000000	5183.333333	4.358368
643.690000	843.000000	5250.000000	4.358272
644.690000	842.000000	5003.333333	4.358177
645.690000	841.000000	5370.000000	4.358082
646.690000	840.000000	5246.666667	4.357987
647.690000	839.000000	5366.666667	4.357892
648.690000	838.000000	5380.000000	4.357797
649.690000	837.000000	5276.666667	4.357702
650.690000	836.000000	5256.666667	4.357607
651.690000	835.000000	5303.333333	4.357512
652.690000	834.000000	5380.000000	4.357417
653.690000	833.000000	5230.000000	4.357322
654.690000	832.000000	5290.000000	4.357227
655.690000	831.000000	5426.666667	4.357132
656.690000	830.000000	5306.666667	4.357037
657.690000	829.000000	5260.000000	4.356941
658.690000	828.000000	5433.333333	4.356846
659.690000	827.000000	5353.333333	4.356751
660.690000	826.000000	5223.333333	4.356155
661.690000	825.000000	5250.000000	4.355417
662.690000	824.000000	5180.000000	4.354679
663.690000	823.000000	5293.333333	4.353941
664.690000	822.000000	5476.666667	4.353203
665.690000	821.000000	5476.666667	4.352465
666.690000	820.000000	5353.333333	4.351727
667.690000	819.000000	5186.666667	4.350989
668.690000	818.000000	5200.000000	4.350252
669.690000	817.000000	5263.333333	4.349514
670.690000	816.000000	5600.000000	4.348776
671.690000	815.000000	5543.333333	4.348038
672.690000	814.000000	5466.666667	4.347300
673.690000	813.000000	5463.333333	4.346562
674.690000	812.000000	5333.333333	4.345824
675.690000	811.000000	5423.333333	4.345086
676.690000	810.000000	5176.666667	4.344348
677.690000	809.000000	5146.666667	4.343610
678.690000	808.000000	5300.000000	4.342872
679.690000	807.000000	5410.000000	4.342134
680.690000	806.000000	5290.000000	4.341397
681.690000	805.000000	5380.000000	4.340659
682.690000	804.000000	5393.333333	4.339921
683.690000	803.000000	5320.000000	4.339183
684.690000	802.000000	5320.000000	4.338445
685.690000	801.000000	5356.666667	4.337707
686.690000	800.000000	5463.333333	4.336969
687.690000	799.000000	5290.000000	4.336231
688.690000	798.000000	5360.000000	4.335493
689.690000	797.000000	5500.000000	4.334755
690.690000	796.000000	5470.000000	4.334017
691.690000	795.000000	5240.000000	4.333280
692.690000	794.000000	5363.333333	4.332542
693.690000	793.000000	5346.666667	4.331804
694.690000	792.000000	5476.666667	4.331066
695.690000	791.000000	5380.000000	4.330328
696.690000	790.000000	5493.333333	4.329590
697.690000	789.000000	5483.333333	4.328852
698.690000	788.000000	5486.666667	4.328114
699.690000	787.000000	5496.666667	4.327376
700.690000	786.000000	5350.000000	4.327530
701.690000	785.000000	5276.666667	4.327935
702.690000	784.000000	5413.333333	4.328341
703.690000	783.000000	5410.000000	4.328746
704.690000	782.000000	5453.333333	4.329151
705.690000	781.000000	5246.666667	4.329556
706.690000	780.000000	5670.000000	4.329962
707.690000	779.000000	5470.000000	4.330367
708.690000	778.000000	5396.666667	4.330772
709.690000	777.000000	5546.666667	4.331178
710.690000	776.000000	5503.333333	4.331583
711.690000	775.000000	5446.666667	4.331988
712.690000	774.000000	5420.000000	4.332393
713.690000	773.000000	5493.333333	4.332799
714.690000	772.000000	5870.000000	4.333204
715.690000	771.000000	5733.333333	4.333609
716.690000	770.000000	5630.000000	4.334015
717.690000	769.000000	5623.333333	4.334420
718.690000	768.000000	5556.666667	4.334825
719.690000	767.000000	5553.333333	4.335231
720.690000	766.000000	5530.000000	4.335636
721.690000	765.000000	5476.666667	4.336041
722.690000	764.000000	5630.000000	4.336446
723.690000	763.000000	5390.000000	4.336852
724.690000	762.000000	5456.666667	4.337257
725.690000	761.000000	5493.333333	4.337662
726.690000	760.000000	5686.666667	4.338068
727.690000	759.000000	5876.666667	4.338473
728.690000	758.000000	5850.000000	4.338878
729.690000	757.000000	5523.333333	4.339283
730.690000	756.000000	5770.000000	4.339689
731.690000	755.000000	5630.000000	4.340094
732.690000	754.000000	5560.000000	4.340499
733.690000	753.000000	5586.666667	4.340905
734.690000	752.000000	5516.666667	4.341310
735.690000	751.000000	5646.666667	4.341715
736.690000	750.000000	5586.666667	4.342120
737.690000	749.000000	5626.666667	4.342526
738.690000	748.000000	5546.666667	4.342931
739.690000	747.000000	5573.333333	4.343336
740.690000	746.000000	5753.333333	4.343742
741.690000	745.000000	5630.000000	4.344147
742.690000	744.000000	5523.333333	4.344552
743.690000	743.000000	5443.333333	4.344957
744.690000	742.000000	5786.666667	4.345363
745.690000	741.000000	5640.000000	4.345768
746.690000	740.000000	5503.333333	4.346173
747.690000	739.000000	5563.333333	4.346579
748.690000	738.000000	5710.000000	4.346984
749.690000	737.000000	5680.000000	4.347389
750.690000	736.000000	5770.000000	4.347794
751.690000	735.000000	5623.333333	4.348200
752.690000	734.000000	5783.333333	4.348605
753.690000	733.000000	5743.333333	4.349010
754.690000	732.000000	5873.333333	4.349416
755.690000	731.000000	5816.666667	4.349821
756.690000	730.000000	5903.333333	4.350226
757.690000	729.000000	5706.666667	4.350632
758.690000	728.000000	5746.666667	4.351037
759.690000	727.000000	5673.333333	4.351442
760.690000	726.000000	5666.666667	4.351549
761.690000	725.000000	5816.666667	4.351571
762.690000	724.000000	5720.000000	4.351594
763.690000	723.000000	5690.000000	4.351616
764.690000	722.000000	5660.000000	4.351639
765.690000	721.000000	5656.666667	4.351662
766.690000	720.000000	5670.000000	4.351684
767.690000	719.000000	5796.666667	4.351707
768.690000	718.000000	5726.666667	4.351729
769.690000	717.000000	5796.666667	4.351752
770.690000	716.000000	5720.000000	4.351774
771.690000	715.000000	5703.333333	4.351797
772.690000	714.000000	5936.666667	4.351819
773.690000	713.000000	5686.666667	4.351842
774.690000	712.000000	5790.000000	4.351864
775.690000	711.000000	5813.333333	4.351887
776.690000	710.000000	5796.666667	4.351910
777.690000	709.000000	5863.333333	4.351932
778.690000	708.000000	5926.666667	4.351955
779.690000	707.000000	5750.000000	4.351977
780.690000	706.000000	5820.000000	4.352000
781.690000	705.000000	5743.333333	4.352022
782.690000	704.000000	5856.666667	4.352045
783.690000	703.000000	5923.333333	4.352067
784.690000	702.000000	5856.666667	4.352090
785.690000	701.000000	5883.333333	4.352112
786.690000	700.000000	5866.666667	4.352135
787.690000	699.000000	5973.333333	4.352158
788.690000	698.000000	5610.000000	4.352180
789.690000	697.000000	5803.333333	4.352203
790.690000	696.000000	5800.000000	4.352225
791.690000	695.000000	5736.666667	4.352248
792.690000	694.000000	5690.000000	4.352270
793.690000	693.000000	5773.333333	4.352293
794.690000	692.000000	5953.333333	4.352315
795.690000	691.000000	6083.333333	4.352338
796.690000	690.000000	6020.000000	4.352360
797.690000	689.000000	6383.333333	4.352383
798.690000	688.000000	6100.000000	4.352406
799.690000	687.000000	6013.333333	4.352428
800.690000	686.000000	6036.666667	4.352451
801.690000	685.000000	5970.000000	4.352473
802.690000	684.000000	5836.666667	4.352496
803.690000	683.000000	5900.000000	4.352518
804.690000	682.000000	5863.333333	4.352541
805.690000	681.000000	6133.333333	4.352563
806.690000	680.000000	5886.666667	4.352586
807.690000	679.000000	5946.666667	4.352608
808.690000	678.000000	6103.333333	4.352631
809.690000	677.000000	6056.666667	4.352653
810.690000	676.000000	5916.666667	4.352594
811.690000	675.000000	5913.333333	4.352512
812.690000	674.000000	6060.000000	4.352429
813.690000	673.000000	6030.000000	4.352347
814.690000	672.000000	5820.000000	4.352264
815.690000	671.000000	5800.000000	4.352182
816.690000	670.000000	5993.333333	4.352099
817.690000	669.000000	5856.666667	4.352017
818.690000	668.000000	5876.666667	4.351934
819.690000	667.000000	5960.000000	4.351852
820.690000	666.000000	5803.333333	4.351769
821.690000	665.000000	5836.666667	4.351687
822.690000	664.000000	5826.666667	4.351604
823.690000	663.000000	5993.333333	4.351522
824.690000	662.000000	5870.000000	4.351439
825.690000	661.000000	6093.333333	4.351357
826.690000	660.000000	5996.666667	4.351274
827.690000	659.000000	6120.000000	4.351192
828.690000	658.000000	5940.000000	4.351109
829.690000	657.000000	5806.666667	4.351027
830.690000	656.000000	5976.666667	4.350945
831.690000	655.000000	6070.000000	4.350862
832.690000	654.000000	5983.333333	4.350780
833.690000	653.000000	6393.333333	4.350697
834.690000	652.000000	6036.666667	4.350615
835.690000	651.000000	6146.666667	4.350532
836.690000	650.000000	6050.000000	4.350450
837.690000	649.000000	6400.000000	4.350367
838.690000	648.000000	6020.000000	4.350285
839.690000	647.000000	6170.000000	4.350202
840.690000	646.000000	6173.333333	4.350120
841.690000	645.000000	6216.666667	4.350037
842.690000	644.000000	6076.666667	4.349955
843.690000	643.000000	6296.666667	4.349872
844.690000	642.000000	6166.666667	4.349790
845.690000	641.000000	6206.666667	4.349707
846.690000	640.000000	6403.333333	4.349625
847.690000	639.000000	6356.666667	4.349542
848.690000	638.000000	6266.666667	4.349460
849.690000	637.000000	6146.666667	4.349377
850.690000	636.000000	6220.000000	4.349295
851.690000	635.000000	6130.000000	4.349212
852.690000	634.000000	6303.333333	4.349130
853.690000	633.000000	6116.666667	4.349047
854.690000	632.000000	6296.666667	4.348965
855.690000	631.000000	6173.333333	4.348883
856.690000	630.000000	5980.000000	4.348800
857.690000	629.000000	6146.666667	4.348718
858.690000	628.000000	6240.000000	4.348635
859.690000	627.000000	5963.333333	4.348553
860.690000	626.000000	5956.666667	4.348470
861.690000	625.000000	6093.333333	4.348388
862.690000	624.000000	6223.333333	4.348305
863.690000	623.000000	6396.666667	4.348223
864.690000	622.000000	6316.666667	4.348140
865.690000	621.000000	6136.666667	4.348058
866.690000	620.000000	6296.666667	4.347975
867.690000	619.000000	6146.666667	4.347893
868.690000	618.000000	6243.333333	4.347810
869.690000	617.000000	6116.666667	4.347728
870.690000	616.000000	6100.000000	4.348764
871.690000	615.000000	6306.666667	4.350116
872.690000	614.000000	6313.333333	4.351468
873.690000	613.000000	6473.333333	4.352820
874.690000	612.000000	6046.666667	4.354172
875.690000	611.000000	6146.666667	4.355524
876.690000	610.000000	6196.666667	4.356876
877.690000	609.000000	6353.333333	4.358228
878.690000	608.000000	6136.666667	4.359580
879.690000	607.000000	6193.333333	4.360932
880.690000	606.000000	6176.666667	4.362284
881.690000	605.000000	6443.333333	4.363636
882.690000	604.000000	6496.666667	4.364987
883.690000	603.000000	6270.000000	4.366339
884.690000	602.000000	6410.000000	4.367691
885.690000	601.000000	6326.666667	4.369043
886.690000	600.000000	6333.333333	4.370395
887.690000	599.000000	6223.333333	4.371747
888.690000	598.000000	6093.333333	4.373099
889.690000	597.000000	6293.333333	4.374451
890.690000	596.000000	6126.666667	4.375803
891.690000	595.000000	6513.333333	4.377155
892.690000	594.000000	6443.333333	4.378507
893.690000	593.000000	6310.000000	4.379859
894.690000	592.000000	6556.666667	4.381211
895.690000	591.000000	6260.000000	4.382563
896.690000	590.000000	6246.666667	4.383915
897.690000	589.000000	6053.333333	4.385267
898.690000	588.000000	6416.666667	4.386619
899.690000	587.000000	6426.666667	4.387971
900.690000	586.000000	6530.000000	4.389322
901.690000	585.000000	6430.000000	4.390674
902.690000	584.000000	6513.333333	4.392026
903.690000	583.000000	6423.333333	4.393378
904.690000	582.000000	6336.666667	4.394730
905.690000	581.000000	6223.333333	4.396082
906.690000	580.000000	6296.666667	4.397434
907.690000	579.000000	6256.666667	4.398786
908.690000	578.000000	6310.000000	4.400138
909.690000	577.000000	6490.000000	4.401490
910.690000	576.000000	6506.666667	4.401541
911.690000	575.000000	6683.333333	4.401225
912.690000	574.000000	6500.000000	4.400910
913.690000	573.000000	6553.333333	4.400594
914.690000	572.000000	6416.666667	4.400278
915.690000	571.000000	6623.333333	4.399963
916.690000	570.000000	6563.333333	4.399647
917.690000	569.000000	6470.000000	4.399331
918.690000	568.000000	6573.333333	4.399016
919.690000	567.000000	6523.333333	4.398700
920.690000	566.000000	6550.000000	4.398384
921.690000	565.000000	6716.666667	4.398069
922.690000	564.000000	6850.000000	4.397753
923.690000	563.000000	6736.666667	4.397437
924.690000	562.000000	6880.000000	4.397122
925.690000	561.000000	6480.000000	4.396806
926.690000	560.000000	6626.666667	4.396490
927.690000	559.000000	6650.000000	4.396175
928.690000	558.000000	6493.333333	4.395859
929.690000	557.000000	6603.333333	4.395543
930.690000	556.000000	6430.000000	4.395228
931.690000	555.000000	6403.333333	4.394912
932.690000	554.000000	6560.000000	4.394596
933.690000	553.000000	6426.666667	4.394280
